player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Akheem Mesidor,123427,ED,LAC,1,0,0,27,64.5,0,1,20,100.0,20.0,4,0,2.5,0,22,22,1,0,65.9,0,1,11,100.0,27.3,3,4.5,0,12,12,1
Will Anderson Jr.,123903,ED,HST,1,0,0,13,63.8,0,3,28,100.0,17.9,5,0,8.9,1,31,31,4,0,55.2,0,1,11,100.0,18.2,2,4.5,0,11,11,1
Quandarrius Robinson,123932,ED,DEN,1,0,0,10,55.6,1,2,15,100.0,6.7,1,0,10.0,0,15,15,3,0,61.1,1,2,6,100.0,16.7,1,25.0,0,6,6,3
Tim Smith,123935,DI,IND,1,0,0,14,57.5,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Romello Height,123988,ED,SF,1,0,0,28,52.2,0,0,17,94.7,0.0,0,0,0.0,0,19,18,0,0,54.0,0,0,12,92.9,0.0,0,0.0,0,14,13,0
Jalen Carter,124019,DI,PHI,1,0,0,24,43.8,0,4,35,100.0,2.9,1,0,5.7,0,38,38,4,0,50.2,0,3,22,100.0,4.5,1,6.8,0,23,23,3
Nazir Stackhouse,124040,DI,TEN,1,0,0,31,55.5,0,0,4,100.0,0.0,0,0,0.0,0,5,5,0,0,,0,0,0,,,0,,0,0,0,0
Dru Phillips,124075,CB,NYG,1,0,0,21,54.6,0,0,4,11.4,0.0,0,3,0.0,0,35,4,0,0,58.7,0,0,1,4.0,0.0,0,0.0,0,25,1,0
Cedric Johnson,124136,ED,CIN,1,0,0,7,52.5,0,0,10,100.0,0.0,0,0,0.0,0,11,11,0,0,53.3,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Tavius Robinson,124147,ED,BLT,1,0,0,3,62.1,3,1,24,83.3,4.2,1,0,12.5,1,30,25,5,0,59.1,2,1,13,86.7,7.7,1,11.5,0,15,13,3
Jaylon Carlies,124196,LB,IND,1,0,0,14,53.9,0,2,4,19.0,0.0,0,0,25.0,0,21,4,2,0,53.8,0,1,3,42.9,0.0,0,16.7,0,7,3,1
Jordan Burch,124227,ED,ARZ,1,0,0,1,59.8,0,2,13,100.0,0.0,0,0,15.4,1,13,13,3,0,54.6,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Tonka Hemingway,124238,DI,LV,1,1,0,23,63.8,0,2,21,91.3,9.5,2,0,4.8,0,23,21,2,1,70.1,0,2,12,100.0,16.7,2,8.3,0,12,12,2
Edgerrin Cooper,124311,LB,GB,1,0,0,12,75.5,0,0,4,14.7,0.0,0,0,25.0,1,34,5,1,0,67.0,0,0,2,17.6,0.0,0,0.0,0,17,3,0
Antonio Johnson,124326,S,JAX,1,0,0,15,56.7,0,1,2,6.7,0.0,0,0,25.0,0,30,2,1,0,56.7,0,1,2,11.8,0.0,0,25.0,0,17,2,1
Gervon Dexter Sr.,124374,DI,ATL,1,0,0,2,67.1,0,2,23,96.2,17.4,4,0,4.3,0,26,25,2,0,64.4,0,2,9,100.0,22.2,2,11.1,0,11,11,2
Princely Umanmielen,124398,ED,CAR,1,0,0,5,65.4,0,1,20,91.3,15.0,3,0,7.5,1,23,21,2,0,67.3,0,1,11,85.7,18.2,2,13.6,1,14,12,2
Nohl Williams,128375,CB,KC,1,0,0,16,83.1,0,0,1,2.9,0.0,0,0,100.0,1,35,1,1,0,,0,0,0,0.0,,0,,0,18,0,0
Yahya Black,129460,DI,PIT,1,0,0,25,64.5,0,0,6,100.0,16.7,1,1,0.0,0,6,6,0,0,56.4,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Lukas Van Ness,129482,ED,GB,1,0,1,12,67.1,0,2,15,86.4,13.3,2,1,13.3,1,22,19,3,0,75.3,0,1,7,100.0,14.3,1,21.4,1,11,11,2
Tarheeb Still,129537,CB,LAC,1,0,0,27,56.2,0,0,2,5.4,0.0,0,0,0.0,0,37,2,0,0,,0,0,0,0.0,,0,,0,20,0,0
Kris Jenkins,129584,DI,CIN,1,0,0,7,66.6,0,0,4,100.0,0.0,0,0,25.0,1,4,4,1,0,,0,0,0,,,0,,0,0,0,0
Braiden McGregor,129586,ED,NYJ,1,0,0,22,58.2,0,0,11,91.7,9.1,1,0,0.0,0,12,11,0,0,62.0,0,0,5,83.3,20.0,1,0.0,0,6,5,0
Danny Striggow,129668,ED,JAX,1,0,0,15,63.3,0,0,7,63.6,14.3,1,0,0.0,0,11,7,0,0,68.0,0,0,3,75.0,33.3,1,0.0,0,4,3,0
TeRah Edwards,129723,DI,CAR,1,0,0,5,54.2,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,56.7,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Nick Herbig,129920,ED,PIT,1,0,0,25,72.2,1,1,8,60.0,25.0,2,0,12.5,0,15,9,2,0,86.4,1,0,3,66.7,66.7,2,16.7,0,6,4,1
James Thompson Jr.,129930,DI,SF,1,0,0,28,52.1,0,0,9,100.0,0.0,0,0,0.0,0,10,10,0,0,52.9,0,0,6,100.0,0.0,0,0.0,0,7,7,0
