player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Bernhard Raimann,77948,T,IND,1,0,14,69.3,100.0,6,31.6,6,67.4,0,100.0,19,19,62.8,100.0,13,68.4,13
Jalen Travis,155412,T,IND,1,0,14,54.5,100.0,6,31.6,6,75.9,0,100.0,19,19,75.5,100.0,13,68.4,13
Matt Goncalves,99680,G,IND,1,0,14,64.4,100.0,6,31.6,6,87.6,0,100.0,19,19,80.7,100.0,13,68.4,13
Drew Lock,39517,QB,SEA,1,0,29,60.0,100.0,3,15.8,3,60.0,0,95.0,19,20,60.0,100.0,15,78.9,15
Chris Olave,84355,WR,NO,1,0,20,60.0,100.0,2,11.1,2,55.7,0,100.0,18,18,59.8,100.0,13,72.2,13
Spencer Fano,174217,T,CLV,1,0,8,54.8,100.0,7,38.9,7,54.9,0,100.0,18,18,58.1,100.0,9,50.0,9
Hunter Henry,10669,TE,NE,1,0,19,56.7,100.0,10,55.6,10,57.2,0,100.0,18,18,60.0,100.0,6,33.3,6
Tytus Howard,25472,T,CLV,1,0,8,70.0,100.0,7,38.9,7,73.4,0,100.0,18,18,70.2,100.0,9,50.0,9
Ben Bredeson,27305,G,TB,1,0,30,70.8,100.0,6,33.3,6,69.2,0,100.0,18,18,62.8,100.0,9,50.0,9
Austin Barber,146692,T,CLV,1,0,8,65.9,100.0,7,38.9,7,78.2,0,100.0,18,18,79.5,100.0,9,50.0,9
Jalen Hurts,40291,QB,PHI,1,0,24,60.0,100.0,5,27.8,5,60.0,0,90.0,18,20,60.0,100.0,13,72.2,13
Max Bredeson,144930,FB,MIN,1,0,18,61.6,100.0,9,50.0,9,58.7,0,100.0,18,18,56.9,100.0,5,27.8,5
John Bates,42275,TE,WAS,1,0,32,57.9,100.0,5,27.8,5,55.4,0,100.0,18,18,65.1,100.0,13,72.2,13
Elgton Jenkins,46298,C,CLV,1,0,8,60.4,100.0,7,38.9,7,58.7,0,100.0,18,18,68.5,100.0,9,50.0,9
D.K. Metcalf,47864,WR,PIT,1,0,25,61.1,100.0,6,33.3,6,60.4,0,100.0,18,18,59.4,100.0,12,66.7,12
Jaxon Smith-Njigba,129758,WR,SEA,1,0,29,60.0,100.0,3,16.7,3,58.6,0,100.0,18,18,57.7,100.0,14,77.8,14
Connor Heyward,57301,FB,LV,1,0,23,59.4,100.0,2,11.1,2,57.2,0,94.7,18,19,57.4,100.0,12,66.7,12
Hunter Long,60859,TE,ARZ,1,0,1,76.6,100.0,5,27.8,5,76.4,0,100.0,18,18,67.1,100.0,9,50.0,9
Cade Otton,61071,TE,TB,1,0,30,57.6,100.0,6,33.3,6,65.4,0,100.0,18,18,59.2,100.0,9,50.0,9
Graham Barton,122367,C,TB,1,0,30,49.6,100.0,6,33.3,6,40.4,0,100.0,18,18,52.4,100.0,9,50.0,9
DeVonta Smith,61100,WR,PHI,1,0,24,61.0,100.0,5,27.8,5,61.0,0,100.0,18,18,60.0,100.0,13,72.2,13
Aaron Rodgers,2241,QB,PIT,1,0,25,60.0,100.0,6,33.3,6,60.0,0,85.7,18,21,60.0,100.0,12,66.7,12
Tucker Kraft,104034,TE,GB,1,0,12,68.1,100.0,7,38.9,7,66.0,0,100.0,18,18,60.2,100.0,10,55.6,10
Tristan Wirfs,64818,T,TB,1,0,30,36.4,100.0,6,33.3,6,33.4,0,100.0,18,18,45.7,100.0,9,50.0,9
Cody Mauch,66637,G,TB,1,0,30,54.1,100.0,6,33.3,6,51.1,0,100.0,18,18,64.5,100.0,9,50.0,9
Dontayvion Wicks,99711,WR,PHI,1,0,24,54.7,100.0,4,22.2,4,38.6,0,100.0,18,18,60.6,100.0,12,66.7,12
Zion Johnson,99681,G,CLV,1,0,8,56.4,100.0,7,38.9,7,66.9,0,100.0,18,18,72.4,100.0,9,50.0,9
Luke Goedeke,77548,T,TB,1,0,30,46.7,100.0,6,33.3,6,66.7,0,100.0,18,18,80.7,100.0,9,50.0,9
Jahan Dotson,84375,WR,ATL,1,0,2,60.0,100.0,5,27.8,5,55.5,0,100.0,18,18,54.5,100.0,13,72.2,13
Matthew Hibner,129581,TE,BLT,1,0,3,66.9,100.0,5,29.4,5,70.5,0,100.0,17,17,68.2,100.0,9,52.9,9
Robert Hunt,46139,G,CAR,1,0,5,58.1,100.0,5,29.4,5,50.3,1,100.0,17,17,49.8,100.0,12,70.6,12
Luke Fortner,42028,C,CAR,1,0,5,59.2,100.0,5,29.4,5,69.1,0,100.0,17,17,71.1,100.0,12,70.6,12
Tyler Guyton,123076,T,DAL,1,0,9,71.7,100.0,6,35.3,6,84.8,0,100.0,17,17,82.3,100.0,10,58.8,10
Kendrick Bourne,12270,WR,ARZ,1,0,1,82.1,100.0,4,23.5,4,71.9,0,100.0,17,17,57.1,100.0,11,64.7,11
Bryce Young,123943,QB,CAR,1,0,5,60.0,100.0,5,29.4,5,60.0,0,100.0,17,17,60.0,100.0,12,70.6,12
Tyler Booker,157001,G,DAL,1,0,9,63.6,100.0,6,35.3,6,79.5,0,100.0,17,17,81.7,100.0,10,58.8,10
Dalton Kincaid,91791,TE,BUF,1,0,4,60.6,100.0,7,41.2,7,57.5,0,100.0,17,17,57.3,100.0,7,41.2,7
Cooper Beebe,99434,C,DAL,1,0,9,58.8,100.0,6,35.3,6,66.0,0,100.0,17,17,68.3,100.0,10,58.8,10
Terence Steele,39461,T,DAL,1,0,9,53.6,100.0,6,35.3,6,62.7,0,100.0,17,17,69.1,100.0,10,58.8,10
Cooper Kupp,11824,WR,SEA,1,0,29,53.0,100.0,3,17.6,3,51.1,0,100.0,17,17,55.1,100.0,12,70.6,12
Parker Washington,129799,WR,JAX,1,0,15,60.7,100.0,10,58.8,10,76.8,0,100.0,17,17,60.2,100.0,5,29.4,5
T.J. Bass,131703,G,DAL,1,0,9,46.1,100.0,6,35.3,6,54.1,0,100.0,17,17,75.2,100.0,10,58.8,10
Tommy Tremble,84025,TE,CAR,1,0,5,58.6,100.0,5,29.4,5,71.7,0,100.0,17,17,76.9,100.0,12,70.6,12
Dak Prescott,10769,QB,DAL,1,0,9,60.0,100.0,6,35.3,6,60.0,0,100.0,17,17,60.0,100.0,10,58.8,10
Baker Mayfield,46518,QB,TB,1,0,30,60.0,100.0,6,35.3,6,60.0,0,94.4,17,18,60.0,100.0,9,52.9,9
Chris Moore,10741,WR,BLT,1,0,3,53.5,100.0,4,23.5,4,69.4,0,100.0,17,17,76.8,100.0,10,58.8,10
Michael Pittman Jr.,29049,WR,PIT,1,0,25,85.0,100.0,5,29.4,5,52.8,0,100.0,17,17,60.5,100.0,12,70.6,12
Quintin Morris,61182,TE,JAX,1,0,15,62.6,100.0,6,35.3,6,79.6,0,100.0,17,17,86.2,100.0,7,41.2,7
Monroe Freeling,173548,T,CAR,1,0,5,59.9,100.0,5,29.4,5,77.5,0,100.0,17,17,81.0,100.0,12,70.6,12
Jahdae Walker,175944,WR,CHI,1,0,6,60.2,100.0,3,17.6,3,66.9,0,100.0,17,17,51.6,100.0,11,64.7,11
Garett Bolles,11775,T,DEN,1,0,10,54.4,100.0,5,31.3,5,52.9,0,100.0,16,16,55.5,100.0,6,37.5,6
Deshaun Watson,11767,QB,CLV,1,0,8,60.0,85.7,6,37.5,7,60.0,0,88.9,16,18,60.0,88.9,8,50.0,9
Denzel Boston,162481,WR,CLV,1,0,8,61.2,100.0,6,37.5,6,52.2,0,100.0,16,16,55.6,100.0,8,50.0,8
Stefon Diggs,9579,WR,WAS,1,0,32,59.0,100.0,4,25.0,4,59.0,0,100.0,16,16,59.7,100.0,12,75.0,12
Jackson Hawes,109374,TE,BUF,1,0,4,42.0,100.0,7,43.8,7,68.0,0,100.0,16,16,85.3,100.0,7,43.8,7
Quinn Meinerz,112915,G,DEN,1,0,10,58.1,100.0,5,31.3,5,78.1,0,100.0,16,16,85.7,100.0,6,37.5,6
Rashawn Slater,59971,T,LAC,1,0,27,56.1,100.0,4,25.0,4,87.4,0,100.0,16,16,91.8,100.0,12,75.0,12
Walker Little,52287,T,JAX,1,0,15,55.0,100.0,5,31.3,5,65.6,0,100.0,16,16,71.9,100.0,7,43.8,7
Theo Johnson,129787,TE,NYG,1,0,21,50.9,100.0,5,31.3,5,44.3,0,100.0,16,16,47.4,100.0,6,37.5,6
Tyler Warren,129798,TE,IND,1,1,14,67.8,100.0,4,25.0,4,62.0,1,100.0,16,16,57.6,100.0,12,75.0,12
Jakobi Meyers,47468,WR,JAX,1,0,15,53.1,100.0,10,62.5,10,49.6,0,94.1,16,17,59.3,100.0,5,31.3,5
Mike McGlinchey,46275,T,DEN,1,0,10,60.8,100.0,5,31.3,5,69.7,0,100.0,16,16,59.0,100.0,6,37.5,6
Cole Van Lanen,41583,T,JAX,1,0,15,58.0,100.0,10,62.5,10,70.8,0,100.0,16,16,82.0,100.0,4,25.0,4
Ben Powers,41482,G,DEN,1,0,10,44.7,100.0,5,31.3,5,45.2,0,100.0,16,16,54.4,100.0,6,37.5,6
Luke Wattenberg,41024,C,DEN,1,0,10,69.0,100.0,5,31.3,5,63.9,0,100.0,16,16,56.5,100.0,6,37.5,6
Dawson Knox,35883,TE,BUF,1,0,4,58.0,100.0,8,50.0,8,60.8,0,100.0,16,16,63.1,100.0,7,43.8,7
Terrance Ferguson,146563,TE,LA,1,0,26,58.3,100.0,11,68.8,11,65.4,0,100.0,16,16,70.1,100.0,3,18.8,3
Jake Slaughter,146693,C,LAC,1,0,27,53.0,100.0,4,25.0,4,39.0,0,100.0,16,16,41.7,100.0,12,75.0,12
Juwan Johnson,28305,TE,NO,1,0,20,60.0,100.0,1,6.3,1,75.1,0,100.0,16,16,69.4,100.0,10,62.5,10
Justin Herbert,28237,QB,LAC,1,0,27,60.0,100.0,4,25.0,4,60.0,0,100.0,16,16,60.0,100.0,12,75.0,12
Cole Strange,22976,G,LAC,1,0,27,57.8,100.0,4,25.0,4,55.7,0,100.0,16,16,56.5,100.0,12,75.0,12
Joe Alt,147481,T,LAC,1,0,27,77.3,100.0,4,25.0,4,62.9,0,100.0,16,16,65.5,100.0,12,75.0,12
Matthew Golden,156165,WR,GB,1,0,12,61.3,100.0,7,43.8,7,80.8,0,100.0,16,16,62.2,100.0,8,50.0,8
Kyle Pitts,83964,TE,ATL,1,0,2,42.3,100.0,6,37.5,6,31.3,0,100.0,16,16,35.7,100.0,10,62.5,10
Chigoziem Okonkwo,84000,TE,WAS,1,0,32,70.1,100.0,5,31.3,5,63.3,0,100.0,16,16,57.0,100.0,11,68.8,11
Tee Higgins,61211,WR,CIN,1,0,7,83.1,100.0,5,33.3,5,77.6,0,100.0,15,15,60.8,100.0,8,53.3,8
Aaron Brewer,46014,C,MIA,1,0,17,65.1,100.0,7,46.7,7,49.9,1,100.0,15,15,48.0,100.0,7,46.7,7
Josh Allen,46601,QB,BUF,1,0,4,60.0,75.0,6,40.0,8,60.0,0,75.0,15,20,60.0,100.0,9,60.0,9
Austin Jackson,60816,T,MIA,1,0,17,28.3,100.0,7,46.7,7,60.2,0,100.0,15,15,91.5,100.0,7,46.7,7
Elijah Higgins,98027,TE,ARZ,1,0,1,42.9,100.0,4,26.7,4,51.5,0,100.0,15,15,65.7,100.0,7,46.7,7
Davis Allen,99697,TE,LA,1,0,26,55.6,100.0,11,73.3,11,56.4,0,100.0,15,15,60.1,100.0,4,26.7,4
Patrick Paul,101019,T,MIA,1,0,17,64.5,100.0,7,46.7,7,64.6,1,100.0,15,15,62.8,100.0,7,46.7,7
Josh Downs,122832,WR,IND,1,0,14,55.2,100.0,6,40.0,6,55.0,0,100.0,15,15,59.7,100.0,9,60.0,9
Jalen Coker,143068,WR,CAR,1,0,5,59.2,100.0,3,20.0,3,74.4,0,100.0,15,15,59.7,100.0,12,80.0,12
Caleb Douglas,157740,WR,MIA,1,0,17,60.6,100.0,7,46.7,7,59.7,0,100.0,15,15,58.7,100.0,7,46.7,7
Tetairoa McMillan,158735,WR,CAR,1,0,5,60.0,100.0,3,20.0,3,62.5,0,100.0,15,15,61.8,100.0,12,80.0,12
Jonah Savaiinaea,158742,G,MIA,1,0,17,52.8,100.0,7,46.7,7,50.9,0,100.0,15,15,54.6,100.0,7,46.7,7
Harold Fannin Jr.,163104,TE,CLV,1,0,8,41.8,100.0,7,46.7,7,53.5,0,100.0,15,15,58.7,100.0,6,40.0,6
Kadyn Proctor,172392,G,MIA,1,0,17,90.3,100.0,7,46.7,7,79.0,0,100.0,15,15,40.5,100.0,7,46.7,7
Jack Bech,146771,WR,LV,1,0,23,59.2,100.0,6,42.9,6,57.4,0,100.0,14,14,57.7,100.0,7,50.0,7
A.J. Brown,48327,WR,NE,1,0,19,60.1,100.0,5,35.7,5,58.8,0,100.0,14,14,59.1,100.0,5,35.7,5
Malik Washington,97108,WR,MIA,1,0,17,57.7,100.0,7,50.0,7,53.7,0,100.0,14,14,53.5,100.0,6,42.9,6
Nico Collins,61441,WR,HST,1,0,13,60.4,100.0,6,42.9,6,35.9,0,93.3,14,15,57.4,100.0,7,50.0,7
Noah Fant,42388,TE,NO,1,0,20,60.0,100.0,2,14.3,2,64.4,0,100.0,14,14,68.6,100.0,9,64.3,9
Kenyon Sadiq,174132,TE,NYJ,1,0,22,63.6,100.0,8,57.1,8,62.8,1,93.3,14,15,60.1,100.0,6,42.9,6
Emeka Egbuka,145055,WR,TB,1,0,30,60.0,100.0,5,35.7,5,49.7,0,100.0,14,14,53.7,100.0,7,50.0,7
Christian Watson,66581,WR,GB,1,0,12,59.0,100.0,5,35.7,5,58.3,0,100.0,14,14,59.3,100.0,8,57.1,8
Antonio Williams,156241,WR,WAS,1,0,32,60.0,100.0,3,21.4,3,60.5,0,100.0,14,14,60.2,100.0,11,78.6,11
Bo Nix,97790,QB,DEN,1,0,10,60.0,100.0,5,35.7,5,60.0,0,87.5,14,16,60.0,100.0,6,42.9,6
Jared Wayne,99691,WR,HST,1,0,13,59.2,100.0,7,50.0,7,53.2,0,100.0,14,14,53.9,100.0,5,35.7,5
T.J. Hockenson,40912,TE,MIN,1,0,18,59.4,100.0,7,50.0,7,61.9,0,100.0,14,14,77.4,100.0,6,42.9,6
Ryan Flournoy,159617,WR,DAL,1,0,9,47.5,100.0,5,38.5,5,48.4,0,100.0,13,13,60.7,100.0,7,53.8,7
Xavier Hutchinson,122518,WR,HST,1,0,13,84.1,100.0,8,61.5,8,74.0,0,100.0,13,13,59.4,100.0,4,30.8,4
Dalton Schultz,47304,TE,HST,1,0,13,60.4,100.0,6,46.2,6,59.7,0,100.0,13,13,59.8,100.0,4,30.8,4
Malik Willis,60341,QB,MIA,1,0,17,60.0,100.0,7,53.8,7,60.0,0,86.7,13,15,60.0,85.7,6,46.2,7
Bryce Lance,148151,WR,NO,1,0,20,60.0,100.0,1,7.7,1,61.9,0,100.0,13,13,61.3,100.0,10,76.9,10
Rome Odunze,73774,WR,CHI,1,0,6,60.0,100.0,4,30.8,4,30.3,1,100.0,13,13,41.0,100.0,8,61.5,8
DJ Moore,48267,WR,BUF,1,0,4,60.5,100.0,6,46.2,6,61.6,0,100.0,13,13,60.7,100.0,5,38.5,5
Erick All,52595,TE,CIN,1,0,7,45.1,100.0,8,61.5,8,45.1,0,100.0,13,13,75.3,100.0,3,23.1,3
Quentin Johnston,123085,WR,LAC,1,0,27,60.0,100.0,3,23.1,3,37.6,0,100.0,13,13,59.6,100.0,10,76.9,10
Theo Benedet,169632,T,CHI,1,0,6,60.3,100.0,3,23.1,3,64.7,0,100.0,13,13,65.1,100.0,8,61.5,8
Darnell Mooney,48236,WR,NYG,1,0,21,60.3,100.0,5,38.5,5,59.4,0,100.0,13,13,59.0,100.0,8,61.5,8
Charlie Kolar,60917,TE,LAC,1,0,27,56.7,100.0,3,23.1,3,68.8,0,100.0,13,13,72.5,100.0,10,76.9,10
Pat Freiermuth,84085,TE,PIT,1,0,25,69.9,100.0,2,15.4,2,67.2,0,100.0,13,13,57.7,100.0,8,61.5,8
Chris Godwin,11839,WR,TB,1,0,30,41.7,100.0,6,46.2,6,45.9,0,92.9,13,14,59.6,100.0,5,38.5,5
Andrei Iosivas,109811,WR,CIN,1,0,7,60.1,100.0,6,50.0,6,60.6,0,100.0,12,12,60.2,100.0,5,41.7,5
Ted Hurst,187922,WR,TB,1,0,30,60.4,100.0,4,33.3,4,58.8,0,100.0,12,12,58.3,100.0,6,50.0,6
Johnny Mundt,12206,TE,PHI,1,0,24,64.2,100.0,3,25.0,3,74.1,0,100.0,12,12,73.8,100.0,7,58.3,7
Mitchell Evans,147486,TE,CAR,1,0,5,50.0,100.0,6,50.0,6,57.0,0,100.0,12,12,68.9,100.0,6,50.0,6
Dyami Brown,77986,WR,WAS,1,0,32,60.0,100.0,2,16.7,2,53.9,0,100.0,12,12,54.2,100.0,10,83.3,10
George Pickens,99229,WR,DAL,1,0,9,60.5,100.0,4,33.3,4,61.2,0,100.0,12,12,61.1,100.0,7,58.3,7
Malik Nabers,146759,WR,NYG,1,0,21,60.7,100.0,6,50.0,6,61.9,0,100.0,12,12,60.4,100.0,4,33.3,4
Rashid Shaheed,63707,WR,SEA,1,0,29,60.0,100.0,1,8.3,1,58.0,0,100.0,12,12,57.5,100.0,10,83.3,10
CeeDee Lamb,61570,WR,DAL,1,0,9,58.6,100.0,3,25.0,3,60.0,0,92.3,12,13,61.3,100.0,9,75.0,9
Josh Cameron,144513,WR,JAX,1,0,15,52.9,100.0,4,33.3,4,53.6,0,100.0,12,12,59.7,100.0,7,58.3,7
Mark Redman,131911,TE,GB,1,0,12,60.5,100.0,8,66.7,8,58.5,0,100.0,12,12,57.7,100.0,4,33.3,4
Reggie Gilliam,40951,FB,NE,1,0,19,55.3,100.0,6,54.5,6,60.1,0,100.0,11,11,64.0,100.0,5,45.5,5
George Kittle,11901,TE,SF,1,0,28,60.0,100.0,1,9.1,1,49.8,0,100.0,11,11,49.7,100.0,7,63.6,7
KC Concepcion,170362,WR,CLV,1,0,8,85.6,80.0,4,36.4,5,79.3,0,78.6,11,14,59.1,100.0,7,63.6,7
Jelani Woods,60509,TE,NYJ,1,0,22,67.8,100.0,6,54.5,6,66.7,0,100.0,11,11,59.9,100.0,2,18.2,2
Jordan Whittington,97623,WR,LA,1,0,26,58.4,100.0,9,81.8,9,58.7,0,100.0,11,11,60.0,100.0,2,18.2,2
Jake Ferguson,61081,TE,DAL,1,0,9,64.1,100.0,6,54.5,6,57.6,0,100.0,11,11,70.4,100.0,5,45.5,5
Zachariah Branch,174142,WR,ATL,1,0,2,59.4,100.0,3,27.3,3,58.4,0,100.0,11,11,59.2,100.0,7,63.6,7
Keenan Allen,7857,WR,IND,1,0,14,60.0,100.0,2,20.0,2,58.9,0,100.0,10,10,58.8,100.0,8,80.0,8
Austin Schlottmann,30097,C,TEN,1,0,31,59.4,100.0,6,60.0,6,56.1,0,100.0,10,10,56.0,100.0,4,40.0,4
Isaiah Likely,83955,TE,NYG,1,0,21,80.0,100.0,6,60.0,6,85.7,0,100.0,10,10,57.8,100.0,4,40.0,4
Tre Harris,122676,WR,LAC,1,0,27,58.6,100.0,3,30.0,3,53.7,0,100.0,10,10,53.6,100.0,7,70.0,7
Laquon Treadwell,10657,WR,IND,1,0,14,60.2,100.0,4,40.0,4,81.3,0,100.0,10,10,82.6,100.0,6,60.0,6
Peter Skoronski,129737,G,TEN,1,0,31,53.1,100.0,6,60.0,6,61.5,0,100.0,10,10,69.2,100.0,4,40.0,4
JC Latham,146596,T,TEN,1,0,31,50.8,100.0,6,60.0,6,58.2,0,100.0,10,10,67.3,100.0,4,40.0,4
Tylan Wallace,61577,WR,CLV,1,0,8,78.4,100.0,3,30.0,3,72.8,0,100.0,10,10,54.3,100.0,5,50.0,5
Kayode Awosika,44909,G,LAC,1,0,27,58.4,100.0,3,30.0,3,63.4,0,100.0,10,10,65.5,100.0,7,70.0,7
Dan Moore Jr.,60120,T,TEN,1,0,31,72.7,100.0,6,60.0,6,81.7,0,100.0,10,10,74.0,100.0,4,40.0,4
Cam Ward,133244,QB,TEN,1,0,31,60.0,100.0,6,60.0,6,60.0,0,100.0,10,10,60.0,100.0,4,40.0,4
Davante Adams,8688,WR,LA,1,0,26,59.9,100.0,5,50.0,5,61.3,0,100.0,10,10,60.3,100.0,4,40.0,4
Jake Briningstool,124831,TE,KC,1,0,16,59.2,100.0,4,40.0,4,56.3,0,100.0,10,10,59.2,100.0,3,30.0,3
Fernando Carmona,146185,G,TEN,1,0,31,56.7,100.0,6,60.0,6,61.4,0,100.0,10,10,65.1,100.0,4,40.0,4
Courtland Sutton,48164,WR,DEN,1,0,10,60.0,100.0,2,22.2,2,51.5,0,100.0,9,9,58.5,100.0,3,33.3,3
Greg Dulcich,84068,TE,MIA,1,0,17,59.7,100.0,4,44.4,4,55.2,0,100.0,9,9,73.9,100.0,4,44.4,4
Adam Trautman,109795,TE,DEN,1,0,10,60.3,100.0,4,44.4,4,57.5,0,100.0,9,9,55.7,100.0,4,44.4,4
Ja'Kobi Lane,176638,WR,BLT,1,0,3,58.5,100.0,2,22.2,2,57.6,0,100.0,9,9,58.8,100.0,7,77.8,7
Jaylin Lane,121811,WR,WAS,1,0,32,59.6,100.0,2,22.2,2,58.9,0,100.0,9,9,59.4,100.0,7,77.8,7
CJ Williams,158471,WR,JAX,1,0,15,59.0,100.0,3,33.3,3,60.1,0,100.0,9,9,60.2,100.0,3,33.3,3
Jayden Reed,78171,WR,GB,1,0,12,59.9,100.0,2,22.2,2,58.7,0,100.0,9,9,58.6,100.0,7,77.8,7
Alec Pierce,78038,WR,IND,1,0,14,60.0,100.0,2,22.2,2,60.5,0,100.0,9,9,60.4,100.0,7,77.8,7
Blake Fisher,147479,T,HST,1,0,13,60.0,100.0,3,33.3,3,59.0,0,100.0,9,9,50.6,100.0,6,66.7,6
Jaylen Waddle,84088,WR,DEN,1,0,10,59.5,100.0,2,22.2,2,58.7,0,100.0,9,9,60.0,100.0,3,33.3,3
Demario Douglas,104155,WR,NE,1,0,19,61.1,100.0,6,66.7,6,60.8,0,100.0,9,9,60.0,100.0,1,11.1,1
Zay Flowers,97268,WR,BLT,1,0,3,59.7,100.0,4,44.4,4,58.6,0,100.0,9,9,58.8,100.0,5,55.6,5
David Njoku,11784,TE,LAC,1,0,27,59.8,100.0,2,22.2,2,58.1,0,100.0,9,9,58.4,100.0,7,77.8,7
Wyatt Milum,144785,G,JAX,1,0,15,59.1,100.0,2,22.2,2,57.8,0,100.0,9,9,58.6,100.0,3,33.3,3
Brady Russell,60876,FB,SEA,1,0,29,,,0,0.0,0,58.0,0,100.0,9,9,58.1,100.0,7,77.8,7
Dareke Young,111900,WR,LV,1,0,23,59.4,100.0,2,25.0,2,59.7,0,100.0,8,8,60.0,100.0,2,25.0,2
Alec Ingold,34934,FB,LAC,1,0,27,43.2,100.0,2,25.0,2,36.6,0,100.0,8,8,46.8,100.0,6,75.0,6
Kaden Davis,156151,WR,CHI,1,0,6,59.9,100.0,2,25.0,2,60.3,0,100.0,8,8,60.5,100.0,6,75.0,6
Jonnu Smith,11855,TE,GB,1,0,12,70.5,100.0,3,37.5,3,66.7,0,100.0,8,8,57.8,100.0,4,50.0,4
Keon Coleman,144949,WR,BUF,1,0,4,60.0,100.0,3,37.5,3,59.4,0,100.0,8,8,59.9,100.0,4,50.0,4
Pat Bryant,144800,WR,DEN,1,0,10,50.5,100.0,1,12.5,1,30.0,2,100.0,8,8,83.0,100.0,4,50.0,4
Roman Wilson,129604,WR,PIT,1,0,25,59.9,100.0,2,25.0,2,60.6,0,100.0,8,8,60.9,100.0,6,75.0,6
Gunnar Helm,144726,TE,TEN,1,0,31,72.9,100.0,5,62.5,5,59.4,0,100.0,8,8,45.7,100.0,3,37.5,3
Andrew Beck,47121,FB,NYJ,1,0,22,59.9,100.0,2,25.0,2,55.9,0,100.0,8,8,56.2,100.0,3,37.5,3
Larry Borom,59879,T,DET,1,0,11,57.6,100.0,6,75.0,6,57.3,0,100.0,8,8,59.5,100.0,2,25.0,2
Tyler Conklin,47124,TE,DET,1,0,11,55.7,100.0,3,37.5,3,50.9,0,100.0,8,8,52.7,100.0,5,62.5,5
Xavier Legette,99197,WR,CAR,1,0,5,53.2,100.0,5,62.5,5,33.0,0,100.0,8,8,60.3,100.0,3,37.5,3
Braxton Berrios,47961,WR,NYG,1,0,21,59.9,100.0,3,37.5,3,53.6,0,100.0,8,8,53.4,100.0,5,62.5,5
Jauan Jennings,48027,WR,MIN,1,0,18,59.6,100.0,3,37.5,3,36.1,0,100.0,8,8,59.5,100.0,4,50.0,4
Austin Hooper,10715,TE,ATL,1,0,2,51.0,100.0,3,37.5,3,67.5,0,100.0,8,8,57.5,100.0,4,50.0,4
Cam Skattebo,147787,HB,NYG,1,0,21,,0.0,0,0.0,12,60.0,0,29.6,8,27,60.0,22.2,2,25.0,9
Mo Alie-Cox,12078,TE,IND,1,0,14,60.0,100.0,3,37.5,3,53.1,0,100.0,8,8,51.4,100.0,5,62.5,5
Blake Whiteheart,77881,TE,CLV,1,0,8,68.4,100.0,3,37.5,3,59.8,0,100.0,8,8,51.8,100.0,5,62.5,5
Daniel Bellinger,84041,TE,TEN,1,0,31,56.0,100.0,4,57.1,4,53.4,0,100.0,7,7,56.7,100.0,3,42.9,3
Nate Adkins,87625,TE,DEN,1,0,10,69.1,100.0,3,42.9,3,55.6,0,100.0,7,7,68.8,100.0,2,28.6,2
Kyle Hinton,83163,G,ATL,1,0,2,60.0,100.0,1,14.3,1,55.6,0,100.0,7,7,58.0,100.0,4,57.1,4
Ben Sinnott,122616,TE,WAS,1,0,32,58.9,100.0,3,42.9,3,59.1,0,100.0,7,7,59.9,100.0,4,57.1,4
Ladd McConkey,124030,WR,LAC,1,0,27,59.6,100.0,2,28.6,2,60.1,0,100.0,7,7,60.6,100.0,5,71.4,5
Jimmy Horn Jr.,144483,WR,CAR,1,0,5,59.5,100.0,3,42.9,3,59.0,0,100.0,7,7,59.3,100.0,4,57.1,4
Olamide Zaccheaus,44920,WR,ATL,1,0,2,58.8,100.0,1,14.3,1,57.9,0,100.0,7,7,59.0,100.0,5,71.4,5
Stone Forsythe,41795,T,CAR,1,0,5,60.5,100.0,6,85.7,6,60.9,0,100.0,7,7,60.0,100.0,1,14.3,1
Will Kacmarek,145896,TE,MIA,1,0,17,69.9,100.0,4,57.1,4,57.6,0,100.0,7,7,50.2,100.0,3,42.9,3
DJ Herman,146162,FB,MIA,1,0,17,56.7,100.0,2,28.6,2,43.7,0,100.0,7,7,44.7,100.0,5,71.4,5
De'Zhaun Stribling,146508,WR,SF,1,0,28,,,0,0.0,0,34.3,0,100.0,7,7,59.4,100.0,6,85.7,6
Eric Saubert,11929,TE,SEA,1,0,29,59.7,100.0,2,28.6,2,73.8,0,100.0,7,7,67.4,100.0,3,42.9,3
Chris Bell,156321,WR,MIA,1,0,17,60.0,100.0,4,57.1,4,59.4,0,100.0,7,7,59.0,100.0,2,28.6,2
Evan Engram,11778,TE,DEN,1,0,10,67.9,100.0,3,42.9,3,66.9,0,100.0,7,7,60.1,100.0,2,28.6,2
Carnell Tate,170273,WR,TEN,1,0,31,60.0,100.0,4,57.1,4,60.3,0,100.0,7,7,60.2,100.0,3,42.9,3
Romeo Doubs,84329,WR,NE,1,0,19,60.0,100.0,3,42.9,3,34.4,0,100.0,7,7,60.0,100.0,1,14.3,1
Chris Blair,84096,WR,ATL,1,0,2,60.0,100.0,1,14.3,1,71.6,0,100.0,7,7,53.2,100.0,4,57.1,4
