player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Branson Combs,105001,LB,JAX,1,3,0,,0,0,15,0,0,68.6,84.3,73.3,73.0,74.6,78.5,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,11,0,6,15,1,0,0,1,0,0,14,1,8,3,1,1,0,0,1,0,0,0,
Jalyx Hunt,105989,ED,PHI,1,1,0,,0,0,24,0,0,63.7,50.5,78.0,61.1,42.2,34.3,0,4,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,3,53,53,0,1,49,3,0,0,27,23,0,1,2,0,0,4,0,0,0,
Truman Jones,106527,ED,TEN,1,0,0,,0,0,31,0,0,,56.3,71.4,55.9,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
Rodney Thomas II,108389,S,SEA,1,0,0,66.7,0,0,29,0,0,71.8,74.9,80.2,,62.5,85.7,0,0,0,0,8,0.0,0,0,0,70.1,2,0,0,1,0,43,70,0,0,0,0,0,67,70,0,27,2,1,4,0,3,0,0,9,13,4.5
Michael Hoecht,108840,ED,BUF,1,0,0,,0,0,4,0,0,44.7,42.0,76.4,54.3,53.7,37.6,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,5,0,2,24,19,0,0,18,1,0,5,13,9,0,0,1,0,0,2,0,0,0,
Dee Alford,110542,CB,BUF,1,2,0,50.0,0,0,4,0,0,52.4,51.8,75.9,60.0,54.6,79.4,0,0,0,0,20,0.0,0,0,1,67.7,2,0,0,0,0,38,48,0,0,0,0,0,0,48,1,9,48,0,1,0,4,0,0,23,18,11.5
Kenneth Harris,121523,CB,IND,1,0,0,,0,0,14,0,0,64.8,65.0,69.0,,,72.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,
Upton Stout,121906,CB,SF,1,0,0,33.3,0,0,28,0,0,73.6,80.4,73.8,69.4,76.4,74.8,1,0,0,0,3,0.0,0,0,0,42.4,1,0,0,7,0,22,36,0,0,0,0,0,0,36,1,13,29,2,2,0,3,1,0,3,0,3.0
Tyrice Knight,122025,LB,SEA,1,0,0,,0,0,29,0,0,60.0,63.5,69.2,,61.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,9,0,1,14,5,0,0,5,0,0,9,0,13,0,0,0,0,0,0,0,0,0,
Myles Murphy,122154,ED,CIN,1,0,0,,0,1,7,0,0,60.0,48.5,77.0,60.3,37.4,72.8,1,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,34,34,0,0,34,0,0,0,23,10,0,2,1,0,0,2,0,0,0,
Trenton Simpson,122157,LB,BLT,1,1,0,50.0,0,0,3,0,0,44.0,48.2,73.6,66.8,54.3,40.0,1,0,0,0,13,20.0,1,0,0,70.8,1,0,0,22,0,12,32,7,0,0,7,0,0,25,1,19,3,2,3,2,2,1,0,13,2,13.0
Elijah Roberts,122222,DI,TB,1,0,0,,0,0,30,0,0,,52.1,0.0,63.0,63.8,,0,1,0,0,,,0,0,1,0.0,0,0,0,0,0,0,16,16,0,8,1,7,0,0,9,7,0,0,0,0,0,1,0,0,0,
Aeneas Peebles,122379,DI,BLT,1,0,0,,0,0,3,0,0,,60.1,72.2,59.5,,,1,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,10,10,0,7,0,3,0,0,10,0,0,0,0,0,0,1,0,0,0,
Jared Ivey,122480,ED,ATL,1,1,0,,0,0,2,0,0,,67.6,76.7,56.1,71.9,71.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,0,0,14,4,0,0,13,5,0,1,1,0,0,0,0,0,0,
Felix Anudike-Uzomah,122582,ED,KC,1,1,0,,0,1,16,0,0,61.9,86.8,77.8,80.2,63.0,70.2,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,28,28,0,11,17,0,0,0,16,11,0,1,0,0,0,3,0,0,0,
Yaya Diaby,122705,ED,TB,1,0,0,,0,0,30,0,0,60.9,56.1,79.3,51.5,62.4,68.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,40,40,0,0,39,1,0,0,24,14,0,1,1,1,0,1,0,0,0,
Rylie Mills,122907,DI,SEA,1,0,0,,0,0,29,0,0,,74.7,74.4,62.7,71.6,68.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,16,16,1,13,2,0,0,0,10,6,0,1,2,1,0,1,0,0,0,
Xavier Watts,122914,S,ATL,1,1,0,66.7,0,0,2,0,0,52.5,55.5,78.2,,68.0,50.6,0,0,0,0,15,16.7,1,0,0,126.4,2,0,0,40,0,46,67,1,0,0,1,0,17,66,0,21,9,0,4,0,3,0,1,21,11,10.5
Jahdae Barron,123105,CB,DEN,1,0,0,100.0,0,0,10,0,0,52.6,51.0,65.4,58.5,,79.6,0,0,0,0,11,0.0,0,0,0,112.5,1,0,0,2,0,3,4,0,0,0,0,0,0,4,1,0,2,0,3,0,1,0,0,11,8,11.0
Vernon Broughton,123107,DI,NO,1,1,0,,0,1,20,1,0,68.5,91.7,78.2,74.2,50.7,30.8,2,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,52,52,1,26,7,18,0,0,29,23,0,1,1,0,0,2,0,0,0,
Kitan Crawford,123111,S,ARZ,1,0,0,,0,0,1,0,0,62.2,66.1,68.1,,61.3,75.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,4,7,0,0,0,0,0,1,7,0,3,2,0,1,0,0,0,0,0,0,
Akheem Mesidor,123427,ED,LAC,1,1,0,,0,0,27,0,0,,64.4,78.8,64.5,58.7,71.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,35,35,0,1,31,3,0,0,22,13,0,0,1,0,0,1,0,0,0,
Will Anderson Jr.,123903,ED,HST,1,0,0,,0,0,13,0,0,,76.1,79.7,63.8,77.4,38.7,0,3,0,0,,33.3,1,0,0,0.0,0,1,0,0,0,0,50,50,0,0,49,1,0,0,31,19,0,3,2,0,0,4,0,0,0,
Malachi Moore,123928,S,NYJ,1,0,0,,0,0,22,0,0,61.8,62.4,67.4,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,7,7,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,
Quandarrius Robinson,123932,ED,DEN,1,1,0,,0,0,10,0,0,,66.7,76.7,55.6,70.4,73.3,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,32,32,0,0,32,0,0,0,15,17,0,2,2,0,0,3,0,0,0,
Tim Smith,123935,DI,IND,1,0,0,,0,0,14,0,0,,59.5,72.7,57.5,60.2,69.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,13,13,5,6,0,2,0,0,4,9,0,1,2,0,0,0,0,0,0,
Jackson Woodard,123973,LB,MIA,1,0,0,,0,0,17,0,0,,60.0,65.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Romello Height,123988,ED,SF,1,0,0,,0,0,28,0,0,60.0,53.2,79.5,52.2,58.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,30,29,0,0,29,0,0,1,18,11,0,0,0,0,0,0,0,0,0,
Jalen Carter,124019,DI,PHI,1,1,0,,0,1,24,0,0,60.0,42.5,79.3,43.8,50.0,25.3,0,4,0,0,,50.0,2,0,0,0.0,0,0,0,0,0,0,66,66,2,41,3,20,0,0,38,28,0,0,1,0,0,4,0,0,0,
Nazir Stackhouse,124040,DI,TEN,1,0,0,,0,0,31,0,0,60.0,30.1,76.2,55.5,31.1,26.3,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,26,26,9,17,0,0,0,0,5,21,0,0,1,0,0,0,0,0,0,
Dru Phillips,124075,CB,NYG,1,0,0,75.0,0,0,21,0,0,31.2,36.2,76.9,54.6,62.3,25.6,0,0,0,0,9,50.0,2,0,3,87.5,3,0,0,4,0,31,48,9,0,0,9,0,0,39,4,13,35,1,2,0,4,0,0,22,17,7.3
Cedric Johnson,124136,ED,CIN,1,0,0,,0,0,7,0,0,,67.6,73.9,52.5,73.5,70.5,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,19,19,0,0,19,0,0,0,11,8,0,0,0,0,0,0,0,0,0,
Tavius Robinson,124147,ED,BLT,1,1,0,50.0,0,0,3,0,0,37.9,53.1,78.8,62.1,59.2,73.1,3,1,0,0,23,0.0,0,0,0,91.7,1,1,0,0,0,5,44,44,0,0,38,6,0,0,25,14,0,1,1,0,2,5,0,23,7,23.0
Jaylon Carlies,124196,LB,IND,1,0,0,50.0,0,0,14,0,0,54.4,40.3,77.1,53.9,38.3,,0,2,0,0,13,,0,0,0,70.8,1,0,0,30,1,17,42,8,0,0,8,0,0,34,4,21,3,0,0,0,2,2,0,13,12,13.0
Jordan Burch,124227,ED,ARZ,1,0,0,,0,0,1,0,0,60.5,62.5,75.6,59.8,59.5,73.6,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,21,21,0,0,21,0,0,0,13,8,0,2,2,0,0,3,0,0,0,
Tonka Hemingway,124238,DI,LV,1,2,1,,0,0,23,0,0,60.4,60.0,76.4,63.8,52.8,37.2,0,2,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,2,31,31,0,16,2,13,0,0,21,8,0,1,2,0,0,2,0,0,0,
Edgerrin Cooper,124311,LB,GB,1,2,0,75.0,0,0,12,0,0,52.8,56.2,77.1,75.5,53.7,57.4,0,0,0,0,9,12.5,1,0,0,82.3,3,1,0,46,0,29,65,17,0,0,17,0,1,48,5,31,1,3,5,0,4,1,0,17,17,5.7
Antonio Johnson,124326,S,JAX,1,2,0,66.7,0,0,15,0,0,52.4,56.9,74.8,56.7,71.1,80.6,0,1,0,0,20,0.0,0,0,0,97.9,2,0,0,23,0,28,45,2,0,0,2,0,13,43,2,15,7,0,2,0,3,1,0,29,13,14.5
Gervon Dexter Sr.,124374,DI,ATL,1,1,0,,0,0,2,0,0,60.0,72.1,76.5,67.1,66.5,69.6,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,40,39,0,27,0,12,0,1,25,14,0,0,2,0,0,2,0,0,0,
Princely Umanmielen,124398,ED,CAR,1,0,0,,0,0,5,0,0,62.7,61.4,76.0,65.4,51.8,74.2,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,2,35,35,0,0,35,0,0,0,21,12,0,1,2,0,0,2,0,0,0,
Marques Sigle,125305,S,SF,1,4,0,,0,0,28,0,0,72.1,80.2,78.4,,74.9,89.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,12,0,33,61,0,0,0,0,0,48,61,0,28,1,1,5,0,0,0,0,0,0,
Nohl Williams,128375,CB,KC,1,0,0,57.1,0,0,16,0,0,64.0,60.5,77.1,83.1,30.0,29.7,0,0,0,0,19,33.3,1,1,0,117.9,4,1,0,5,44,34,51,1,0,0,1,0,0,50,1,16,1,2,2,0,7,1,1,48,28,12.0
Yahya Black,129460,DI,PIT,1,0,0,,0,0,25,0,0,,49.9,0.0,64.5,59.3,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,18,18,4,13,0,1,0,0,6,12,0,0,0,0,0,0,0,0,0,
Lukas Van Ness,129482,ED,GB,1,0,0,,1,0,12,0,0,61.6,53.7,0.0,67.1,52.5,36.0,0,2,0,0,,50.0,1,0,1,0.0,0,1,0,0,0,3,43,42,0,4,33,5,0,1,19,21,1,2,1,0,0,3,0,0,0,
Tarheeb Still,129537,CB,LAC,1,0,0,66.7,0,0,27,0,0,61.1,60.0,76.5,56.2,57.5,37.9,0,0,0,0,17,25.0,1,0,0,96.5,2,0,0,12,26,35,66,0,0,0,0,0,0,66,2,29,28,1,3,0,3,0,0,28,5,14.0
Kris Jenkins,129584,DI,CIN,1,0,0,,0,0,7,0,0,,63.7,72.3,66.6,58.1,66.8,0,0,0,0,,,0,0,0,0.0,0,1,0,0,0,0,8,8,0,6,1,1,0,0,4,4,0,1,0,0,0,1,0,0,0,
Braiden McGregor,129586,ED,NYJ,1,2,0,,0,0,22,0,0,60.0,75.1,75.3,58.2,77.2,73.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,17,17,0,0,17,0,0,0,11,5,0,1,1,0,0,0,0,0,0,
Danny Striggow,129668,ED,JAX,1,1,0,100.0,0,0,15,0,0,44.7,50.3,77.4,63.3,55.0,72.0,0,0,0,0,9,33.3,1,0,0,104.2,1,0,0,0,0,4,24,24,0,1,21,2,0,0,7,13,0,0,1,0,1,0,0,9,8,9.0
TeRah Edwards,129723,DI,CAR,1,0,0,,0,0,5,0,0,,53.9,75.5,54.2,56.3,68.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,22,22,3,15,1,3,0,0,8,14,0,0,2,0,0,0,0,0,0,
Lathan Ransom,129755,S,CAR,1,0,0,,0,0,5,0,0,64.5,66.3,70.7,,,78.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,9,9,0,0,0,0,0,9,9,0,0,0,0,2,0,0,0,0,0,0,
Ji'Ayir Brown,129767,S,SF,1,1,0,100.0,0,0,28,0,0,61.0,61.9,77.2,,61.0,40.1,0,0,0,0,41,33.3,2,0,0,118.8,1,0,0,13,0,31,55,1,0,0,1,0,40,54,0,24,1,1,3,0,1,0,0,41,24,41.0
Max Melton,129889,CB,ARZ,1,0,0,25.0,0,0,1,0,0,85.0,68.9,74.4,,29.3,25.9,0,0,0,0,3,66.7,2,2,1,39.6,1,0,0,1,23,15,24,0,0,0,0,0,0,24,0,9,0,1,1,0,4,0,0,3,6,3.0
Nick Herbig,129920,ED,PIT,1,1,0,,0,0,25,0,0,65.1,68.0,75.4,72.2,58.7,26.6,1,1,0,0,,50.0,2,0,0,0.0,0,0,0,9,0,6,39,20,0,0,20,0,0,19,9,24,10,0,1,0,0,2,0,0,0,
James Thompson Jr.,129930,DI,SF,1,1,0,,0,0,28,0,0,,29.1,75.3,52.1,29.4,68.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,21,21,0,15,1,5,0,0,10,11,0,0,1,0,0,0,0,0,0,
Jordan Turner,129932,LB,DEN,1,0,0,,0,0,10,0,0,,91.5,66.1,,75.5,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,
Shaun Dolac,130406,LB,LA,1,2,0,,0,0,26,0,0,65.4,60.7,69.5,,56.8,44.8,0,0,0,0,,16.7,1,0,0,0.0,0,0,0,19,0,7,19,0,0,0,0,0,0,19,0,12,0,1,3,0,0,0,0,0,0,
Adin Huntington,130493,DI,CLV,1,2,0,,0,0,8,0,0,,34.0,75.9,60.4,32.4,23.0,0,2,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,29,29,0,26,0,3,0,0,10,19,0,0,0,0,0,2,0,0,0,
CJ West,130507,DI,SF,1,0,0,,0,0,28,0,0,,33.2,75.1,70.2,29.9,68.4,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,23,23,0,23,0,0,0,0,8,15,0,0,2,0,0,1,0,0,0,
Quinyon Mitchell,130628,CB,PHI,1,0,0,66.7,0,0,24,0,0,70.6,71.0,78.4,,66.0,75.4,0,0,0,0,14,0.0,0,0,0,78.5,2,0,0,9,60,41,70,0,0,0,0,0,1,70,0,29,0,1,2,0,3,0,0,15,1,7.5
Byron Murphy II,131252,DI,SEA,1,0,0,,0,0,29,0,0,60.0,55.0,77.7,55.1,55.9,69.8,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,50,50,10,36,0,4,0,0,29,21,0,2,2,1,0,3,0,0,0,
Treydan Stukes,131596,CB,LV,1,0,0,66.7,0,0,23,0,0,58.1,59.9,75.3,,64.4,53.0,0,0,0,1,25,16.7,1,0,0,70.1,2,0,0,6,1,40,55,1,0,0,1,0,46,54,0,15,1,0,5,0,3,0,0,39,3,19.5
Christian Gonzalez,131679,CB,NE,1,0,0,20.0,0,0,19,0,0,86.2,87.3,77.8,78.1,66.3,75.2,0,1,0,0,4,0.0,0,2,0,39.6,1,0,0,3,43,27,50,1,0,0,1,0,0,49,1,22,3,1,2,0,5,1,0,4,7,4.0
Tuli Tuipulotu,131840,ED,LAC,1,0,0,100.0,0,0,27,0,0,42.5,51.3,78.6,65.8,50.8,28.1,3,0,0,0,11,33.3,2,0,0,112.5,1,0,0,1,0,8,54,53,0,0,50,3,0,1,23,23,0,3,4,0,1,3,0,11,9,11.0
Chau Smith-Wade,131956,CB,CAR,1,1,0,,0,0,5,0,0,62.4,49.0,71.7,,43.6,29.0,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,6,1,5,19,0,0,0,0,0,8,19,0,14,4,0,0,0,0,0,0,0,0,
Jaylen Watson,131960,CB,LA,1,2,0,33.3,0,0,26,0,0,63.4,64.9,77.7,58.7,68.1,78.0,0,0,0,0,2,0.0,0,0,0,81.9,1,0,0,6,59,36,65,0,0,0,0,0,0,65,1,28,0,0,2,0,3,0,1,2,0,2.0
Keyon Martin,138344,CB,BLT,1,0,0,100.0,0,0,3,0,0,58.6,58.3,74.3,57.3,60.0,73.2,0,0,0,0,12,0.0,0,0,0,138.2,3,0,0,1,0,20,23,0,0,0,0,0,0,23,2,1,22,1,2,0,3,0,1,23,12,7.7
Myles Harden,141857,CB,CLV,1,1,0,100.0,0,0,8,0,0,42.2,37.7,73.6,,39.3,29.0,0,0,0,0,30,33.3,1,0,0,158.3,4,0,0,3,0,16,25,1,0,0,1,0,0,24,0,9,21,0,1,0,4,0,1,54,11,13.5
Malik Mustapha,142358,S,SF,1,0,0,,0,0,28,0,0,64.7,67.1,66.8,,60.0,78.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,2,6,0,0,0,0,0,4,6,0,4,0,0,2,0,0,0,0,0,0,
Elijah Ponder,142819,ED,NE,1,0,0,,0,0,19,0,0,60.0,51.9,77.3,59.0,46.9,70.5,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,39,38,0,0,38,0,0,1,20,18,0,0,1,0,0,2,0,0,0,
Donovan Ezeiruaku,143824,ED,DAL,1,1,0,100.0,0,1,9,0,0,92.5,86.5,0.0,64.9,74.5,77.4,1,1,0,0,16,0.0,0,0,1,118.8,1,0,0,0,0,3,42,42,0,0,41,1,0,0,20,19,0,3,7,1,1,2,0,16,0,16.0
Aaron Hall,143855,DI,CAR,1,2,0,,0,0,5,0,0,,65.0,76.5,51.9,69.4,69.2,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,0,21,5,8,0,0,17,17,0,0,0,0,0,3,0,0,0,
Joshua Farmer,143880,DI,NE,1,0,0,,0,0,19,0,0,,59.2,72.4,55.2,61.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,
Zeek Biggers,143903,DI,MIA,1,2,0,,0,0,17,0,0,,74.9,77.8,69.1,68.8,70.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,42,42,4,20,9,9,0,0,23,19,0,1,1,0,0,1,0,0,0,
Kamren Kinchens,143946,S,LA,1,4,0,100.0,0,0,26,0,0,36.4,41.0,74.0,,75.0,84.8,0,0,0,0,39,0.0,0,0,0,158.3,2,0,0,13,0,32,52,0,0,0,0,0,38,52,0,20,1,0,3,0,2,0,2,54,0,27.0
Leonard Taylor III,143953,DI,NE,1,0,0,,0,0,19,0,0,,29.8,71.0,59.2,37.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,
James Williams,143955,LB,TEN,1,0,0,100.0,0,0,31,0,0,55.6,32.5,69.3,,33.8,31.7,0,0,0,0,8,50.0,2,0,0,97.9,2,0,0,23,0,6,28,1,0,0,1,0,0,27,0,22,4,0,2,0,2,0,0,15,19,7.5
Barrett Carter,144109,LB,CIN,1,1,0,100.0,0,1,7,0,0,81.2,80.5,76.8,68.8,58.9,35.6,0,0,0,0,22,25.0,3,0,0,101.4,3,1,0,52,0,36,57,1,0,0,1,0,0,56,3,18,4,4,8,1,3,1,0,25,41,8.3
Andrew Mukuba,144129,S,PHI,1,1,0,100.0,0,0,24,0,0,60.9,63.7,80.7,,65.4,79.3,0,0,0,0,6,0.0,0,0,0,91.7,1,0,0,17,0,41,70,0,0,0,0,0,48,70,0,29,5,0,1,0,1,0,0,6,3,6.0
Nate Wiggins,144143,CB,BLT,1,0,0,33.3,0,0,3,0,0,64.1,58.1,77.1,,35.2,78.1,0,0,0,0,9,0.0,0,1,0,42.4,1,0,0,2,50,35,54,1,0,0,1,0,0,53,0,19,1,1,4,0,3,0,0,9,3,9.0
Caleb Banks,144146,DI,MIN,1,0,0,,0,0,18,0,0,,33.7,74.4,54.2,37.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,16,16,3,11,0,2,0,0,10,6,0,0,0,0,0,0,0,0,0,
Ashton Gillotte,144154,ED,KC,1,0,0,,0,0,16,0,0,60.0,65.1,76.5,60.8,63.2,73.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,14,13,0,0,13,0,0,1,7,6,0,0,1,0,0,1,0,0,0,
Rayuan Lane III,144326,S,JAX,1,0,0,,0,0,15,0,0,61.1,62.4,73.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,6,0,0,0,0,0,4,6,0,3,2,0,0,0,0,0,0,0,0,
Keith Cooper Jr.,144409,DI,MIA,1,0,0,,0,0,17,0,0,,75.3,73.8,67.8,68.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,15,15,0,14,0,1,0,0,5,10,0,0,0,0,0,0,0,0,0,
Malachi Lawrence,144461,ED,DAL,1,1,0,,0,0,9,0,0,41.7,34.8,75.8,64.5,37.2,26.4,0,1,0,0,,28.6,2,0,0,0.0,0,0,0,0,0,2,30,29,0,0,26,3,0,1,11,17,1,1,4,0,0,1,0,0,0,
Danny Stutsman,144632,LB,NO,1,4,0,100.0,0,0,20,0,0,65.3,63.7,72.1,,58.5,37.4,0,0,0,0,11,14.3,1,0,0,112.5,1,0,0,26,0,14,26,0,0,0,0,0,0,26,0,12,0,1,2,0,1,0,0,11,9,11.0
Kendal Daniels,144668,LB,ATL,1,0,0,100.0,0,0,2,0,0,67.6,70.5,77.2,58.2,66.5,27.6,0,0,0,0,4,33.3,2,0,0,83.3,1,0,0,36,0,23,45,9,0,0,9,0,0,36,2,20,0,2,4,0,1,0,0,4,9,4.0
Michael Taaffe,144732,S,MIA,1,1,0,100.0,0,0,17,0,0,50.6,55.0,75.9,,68.9,80.5,0,0,0,1,21,0.0,0,0,0,79.2,1,0,0,12,0,26,51,0,0,0,0,0,35,51,0,25,4,1,3,0,1,0,0,21,2,21.0
Barryn Sorrell,144739,ED,GB,1,0,0,,1,0,12,0,0,60.0,52.4,0.0,71.9,49.9,72.3,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,1,40,40,0,0,40,0,0,0,16,23,0,2,2,0,0,1,0,0,0,
Cooper DeJean,144867,CB,PHI,1,1,0,77.8,1,0,24,0,0,29.2,37.6,76.0,85.1,67.8,60.0,1,0,0,0,17,12.5,1,0,2,142.1,7,0,0,9,0,38,70,1,0,0,1,0,8,69,3,29,52,1,6,0,9,1,1,83,29,11.9
Dante Trader Jr.,144900,S,MIA,1,0,0,,0,0,17,0,0,92.3,91.8,74.5,,54.0,36.4,0,0,0,1,,25.0,1,0,0,0.0,0,0,0,10,0,14,32,1,0,0,1,0,18,31,0,18,3,0,3,0,0,0,0,0,0,
Chop Robinson,144901,ED,MIA,1,0,0,,0,0,17,0,0,60.0,60.3,80.2,55.8,61.3,69.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,42,42,0,1,41,0,0,0,18,23,0,1,1,0,0,0,0,0,0,
Darrell Jackson Jr.,144910,DI,NYJ,1,0,0,,0,0,22,0,0,,64.7,72.8,54.5,66.2,67.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,8,8,0,6,2,0,0,0,5,3,0,1,1,0,0,0,0,0,0,
Derrick Harmon,144962,DI,PIT,1,0,0,,0,0,25,0,0,,53.8,0.0,52.6,66.9,70.1,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,24,24,0,14,1,9,0,0,8,16,0,3,3,0,0,0,0,0,0,
Justin Walley,144980,CB,IND,1,1,0,100.0,0,0,14,0,0,40.7,43.5,74.6,56.8,64.4,81.0,0,0,0,0,49,0.0,0,0,0,118.8,5,0,0,9,3,24,39,2,0,0,2,0,3,37,1,14,22,1,5,0,5,0,0,93,38,18.6
Austin Booker,144990,ED,CHI,1,0,0,,0,0,6,0,0,61.5,54.5,78.7,53.9,56.5,71.2,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,40,40,0,0,38,2,0,0,29,9,0,1,1,0,0,3,0,0,0,
Denzel Burke,145070,CB,ARZ,1,0,0,66.7,0,0,1,0,0,41.3,43.7,75.2,,61.7,77.6,0,0,0,0,14,0.0,0,0,1,86.1,4,0,0,5,22,35,44,0,0,0,0,0,0,44,0,9,17,1,4,0,6,0,0,41,5,10.3
Jack Sawyer,145071,ED,PIT,1,2,0,,0,0,25,0,0,,53.9,75.5,53.0,56.9,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,23,23,0,0,23,0,0,0,6,17,0,1,1,0,0,0,0,0,0,
JT Tuimoloau,145074,ED,IND,1,0,0,,0,0,14,0,0,60.7,54.1,75.8,60.7,50.7,28.8,1,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,3,23,23,0,0,21,2,0,0,8,12,0,1,1,0,0,1,0,0,0,
Michael Hall Jr.,145076,DI,CLV,1,0,0,,0,0,8,0,0,,30.1,76.4,52.3,29.9,67.3,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,2,21,1,5,0,0,14,15,0,1,1,0,0,1,0,0,0,
Tyleik Williams,145080,DI,DET,1,2,0,,0,0,11,0,0,59.5,76.9,76.4,76.4,68.3,70.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,35,35,9,25,0,1,0,0,23,11,0,1,1,0,0,1,0,0,0,
Jordan van den Berg,145085,DI,CHI,1,0,0,,0,0,6,0,0,60.0,39.3,75.1,54.3,50.1,26.3,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,22,22,6,15,0,1,0,0,12,10,0,0,0,0,0,0,0,0,0,
