year,week,player,pos,base_proj,var_proj,actual,var_error,perstat_shift,abs_error
2025,18,CeeDee Lamb,WR,15.34,14.67,1.4,13.27,-0.67,13.27
2024,17,Baker Mayfield,QB,22.25,21.29,34.56,-13.27,-0.96,13.27
2025,13,Jahmyr Gibbs,RB,25.42,24.87,11.6,13.27,-0.55,13.27
2025,4,Matthew Stafford,QB,14.43,14.14,27.4,-13.26,-0.29,13.26
2025,16,George Pickens,WR,13.23,12.75,26.0,-13.25,-0.48,13.25
2024,3,Derek Carr,QB,21.8,21.21,7.98,13.23,-0.59,13.23
2024,16,Tyjae Spears,RB,8.29,8.38,21.6,-13.22,0.09,13.22
2025,16,Josh Allen,QB,20.62,20.11,6.9,13.21,-0.51,13.21
2025,3,Jordan Mason,RB,10.32,10.41,23.6,-13.19,0.09,13.19
2025,12,Ashton Jeanty,RB,11.42,11.61,24.8,-13.19,0.19,13.19
2025,15,Dalton Schultz,TE,8.9,8.43,21.6,-13.17,-0.47,13.17
2025,4,Ladd McConkey,WR,15.54,15.25,2.1,13.15,-0.29,13.15
2024,12,Quentin Johnston,WR,13.33,13.13,0.0,13.13,-0.2,13.13
2024,15,Saquon Barkley,RB,22.66,22.47,9.4,13.07,-0.19,13.07
2024,17,Jerry Jeudy,WR,7.75,8.33,21.4,-13.07,0.58,13.07
2025,3,Jalen Hurts,QB,16.2,15.98,29.04,-13.06,-0.22,13.06
2025,16,Joe Burrow,QB,16.28,15.91,28.96,-13.05,-0.37,13.05
2025,7,Justin Fields,QB,16.87,17.09,4.04,13.05,0.22,13.05
2025,10,Sam Darnold,QB,18.34,17.97,4.92,13.05,-0.37,13.05
2024,17,Jalen McMillan,WR,10.44,9.96,23.0,-13.04,-0.48,13.04
2025,6,Josh Jacobs,RB,20.36,18.97,32.0,-13.03,-1.39,13.03
2025,7,Jonathan Taylor,RB,21.28,21.18,34.2,-13.02,-0.1,13.02
2025,4,Josh Jacobs,RB,19.07,18.7,31.7,-13.0,-0.37,13.0
2024,16,Tank Dell,WR,8.62,8.81,21.8,-12.99,0.19,12.99
2025,16,Matthew Stafford,QB,17.68,17.9,30.88,-12.98,0.22,12.98
2025,4,David Montgomery,RB,14.28,14.18,1.2,12.98,-0.1,12.98
2025,5,Dak Prescott,QB,15.47,15.32,28.28,-12.96,-0.15,12.96
2025,15,Bo Nix,QB,15.91,16.13,29.08,-12.95,0.22,12.95
2025,7,Mike Evans,WR,13.23,12.94,0.0,12.94,-0.29,12.94
2024,4,Justice Hill,RB,8.84,8.66,21.6,-12.94,-0.18,12.94
2024,11,Jameson Williams,WR,10.25,9.67,22.6,-12.93,-0.58,12.93
2025,4,Drake London,WR,12.17,12.08,25.0,-12.92,-0.09,12.92
2025,14,DK Metcalf,WR,8.62,8.91,21.8,-12.89,0.29,12.89
2024,14,Jaylen Waddle,WR,8.23,8.04,20.9,-12.86,-0.19,12.86
2025,5,C.J. Stroud,QB,15.83,15.91,28.76,-12.85,0.08,12.85
2025,8,Marquise Brown,WR,13.23,12.85,0.0,12.85,-0.38,12.85
2025,3,A.J. Brown,WR,10.16,10.06,22.9,-12.84,-0.1,12.84
2024,3,Tre Tucker,WR,9.87,9.77,22.6,-12.83,-0.1,12.83
2024,9,Rhamondre Stevenson,RB,9.21,9.58,22.4,-12.82,0.37,12.82
2024,8,Bo Nix,QB,17.38,16.94,29.76,-12.82,-0.44,12.82
2025,17,Christian McCaffrey,RB,15.84,15.29,28.1,-12.81,-0.55,12.81
2025,11,Lamar Jackson,QB,17.53,17.53,4.72,12.81,0.0,12.81
2024,8,Trey McBride,TE,8.52,8.62,21.4,-12.78,0.1,12.78
2024,6,Chris Olave,WR,11.89,12.27,-0.5,12.77,0.38,12.77
2025,18,George Pickens,WR,15.34,14.67,1.9,12.77,-0.67,12.77
2024,16,Bryce Young,QB,14.21,14.36,27.12,-12.76,0.15,12.76
2025,11,George Kittle,TE,12.51,11.94,24.7,-12.76,-0.57,12.76
2025,8,Khalil Shakir,WR,8.33,8.04,20.8,-12.76,-0.29,12.76
2025,15,Bijan Robinson,RB,16.3,16.76,29.5,-12.74,0.46,12.74
2024,18,Kyler Murray,QB,15.39,15.17,27.88,-12.71,-0.22,12.71
2024,11,Breece Hall,RB,18.61,18.42,31.1,-12.68,-0.19,12.68
2025,5,Kyren Williams,RB,18.61,18.42,31.1,-12.68,-0.19,12.68
2024,7,Kareem Hunt,RB,9.67,9.67,22.3,-12.63,0.0,12.63
2024,11,Russell Wilson,QB,18.93,18.93,6.3,12.63,0.0,12.63
2025,15,Courtland Sutton,WR,11.6,11.69,24.3,-12.61,0.09,12.61
2025,17,Josh Jacobs,RB,13.91,13.91,1.3,12.61,0.0,12.61
2025,11,Amon-Ra St. Brown,WR,18.71,18.8,6.2,12.6,0.09,12.6
2024,13,Bucky Irving,RB,15.2,14.92,27.5,-12.58,-0.28,12.58
2025,12,Jonathan Taylor,RB,21.28,21.18,8.6,12.58,-0.1,12.58
2024,6,DeMario Douglas,WR,8.04,8.62,21.2,-12.58,0.58,12.58
2024,15,Jahmyr Gibbs,RB,16.3,15.84,28.4,-12.56,-0.46,12.56
2025,6,Patrick Mahomes,QB,19.45,18.93,31.48,-12.55,-0.52,12.55
2025,9,DJ Moore,WR,10.73,10.44,22.98,-12.54,-0.29,12.54
2025,14,Kirk Cousins,QB,14.65,15.02,2.48,12.54,0.37,12.54
2024,14,James Cook,RB,17.59,17.41,4.9,12.51,-0.18,12.51
2024,14,Khalil Shakir,WR,8.91,9.1,21.6,-12.5,0.19,12.5
2025,15,Shedeur Sanders,QB,15.17,15.98,3.48,12.5,0.81,12.5
2024,8,Tyrone Tracy Jr.,RB,10.41,10.5,23.0,-12.5,0.09,12.5
2025,4,Omarion Hampton,RB,15.29,15.01,27.5,-12.49,-0.28,12.49
2025,17,Chris Olave,WR,13.23,13.42,25.9,-12.48,0.19,12.48
2025,15,Troy Franklin,WR,8.23,8.33,20.8,-12.47,0.1,12.47
2024,6,Deebo Samuel Sr.,WR,8.52,8.23,20.7,-12.47,-0.29,12.47
2025,9,Rome Odunze,WR,12.85,12.46,0.0,12.46,-0.39,12.46
2025,16,George Kittle,TE,12.61,12.04,24.5,-12.46,-0.57,12.46
2024,17,Travis Kelce,TE,10.14,9.95,22.4,-12.45,-0.19,12.45
2025,16,Stefon Diggs,WR,10.35,10.35,22.8,-12.45,0.0,12.45
2024,12,Tua Tagovailoa,QB,16.57,16.06,28.48,-12.42,-0.51,12.42
2025,17,Drake Maye,QB,20.77,20.03,32.44,-12.41,-0.74,12.41
2024,13,DJ Moore,WR,10.92,11.31,23.7,-12.39,0.39,12.39
2025,7,Justin Herbert,QB,15.91,15.54,27.9,-12.36,-0.37,12.36
2025,12,Josh Allen,QB,20.7,20.48,8.12,12.36,-0.22,12.36
2024,3,Ja'Marr Chase,WR,18.13,17.46,29.8,-12.34,-0.67,12.34
2024,10,Sam Darnold,QB,19.08,18.78,6.44,12.34,-0.3,12.34
2025,17,Christian Watson,WR,9.87,9.96,22.3,-12.34,0.09,12.34
2024,9,Davante Adams,WR,9.77,9.77,22.1,-12.33,0.0,12.33
2024,17,Brock Purdy,QB,18.27,17.97,30.28,-12.31,-0.3,12.31
2025,10,Chris Olave,WR,8.52,9.1,21.4,-12.3,0.58,12.3
2024,3,Calvin Ridley,WR,13.9,14.19,1.9,12.29,0.29,12.29
2025,5,Trevor Lawrence,QB,13.84,13.99,26.24,-12.25,0.15,12.25
2024,4,Brian Thomas Jr.,WR,9.48,9.67,21.9,-12.23,0.19,12.23
2024,13,Keenan Allen,WR,11.69,12.08,24.3,-12.22,0.39,12.22
2024,15,Terry McLaurin,WR,14.38,14.1,26.3,-12.2,-0.28,12.2
2025,5,Sam Darnold,QB,15.61,15.47,27.64,-12.17,-0.14,12.17
2024,15,Cooper Kupp,WR,12.17,12.17,0.0,12.17,0.0,12.17
2024,5,Brandon Aiyuk,WR,11.02,10.54,22.7,-12.16,-0.48,12.16
2025,12,Baker Mayfield,QB,15.54,15.69,3.54,12.15,0.15,12.15
2025,14,RJ Harvey,RB,9.86,9.86,22.0,-12.14,0.0,12.14
2025,6,Christian McCaffrey,RB,11.88,11.97,24.1,-12.13,0.09,12.13
2024,16,James Cook,RB,15.75,15.47,27.6,-12.13,-0.28,12.13
2025,3,Garrett Wilson,WR,11.79,12.27,24.4,-12.13,0.48,12.13
2025,14,George Pickens,WR,21.59,20.82,8.7,12.12,-0.77,12.12
2025,10,Romeo Doubs,WR,13.71,13.62,1.5,12.12,-0.09,12.12
2024,7,Javonte Williams,RB,13.63,14.0,26.1,-12.1,0.37,12.1
2024,15,Derrick Henry,RB,19.16,18.79,6.7,12.09,-0.37,12.09
2025,6,Ladd McConkey,WR,11.02,10.92,23.0,-12.08,-0.1,12.08
2025,13,Brock Bowers,TE,9.19,10.23,22.3,-12.07,1.04,12.07
2024,17,Mike Gesicki,TE,7.0,6.53,18.6,-12.07,-0.47,12.07
2024,17,Rhamondre Stevenson,RB,11.97,12.16,0.1,12.06,0.19,12.06
2025,6,D'Andre Swift,RB,13.45,13.45,25.5,-12.05,0.0,12.05
2024,15,Geno Smith,QB,16.5,16.5,4.46,12.04,0.0,12.04
2025,11,Ja'Marr Chase,WR,17.84,18.04,6.0,12.04,0.2,12.04
2024,11,Nick Westbrook-Ikhine,WR,8.04,7.66,19.7,-12.04,-0.38,12.04
2025,3,Malik Nabers,WR,14.86,15.34,3.3,12.04,0.48,12.04
2024,15,James Cook,RB,14.55,14.28,26.3,-12.02,-0.27,12.02
2025,13,Sam Darnold,QB,15.61,15.1,3.12,11.98,-0.51,11.98
2025,12,Jordan Addison,WR,11.5,11.98,0.0,11.98,0.48,11.98
2024,14,Jayden Reed,WR,12.17,11.98,0.0,11.98,-0.19,11.98
2025,6,Justin Fields,QB,16.28,16.87,4.9,11.97,0.59,11.97
2024,5,Alec Pierce,WR,10.44,10.44,22.4,-11.96,0.0,11.96
2025,9,Sam LaPorta,TE,9.85,9.76,21.7,-11.94,-0.09,11.94
2024,3,Jayden Daniels,QB,15.83,16.13,28.06,-11.93,0.3,11.93
2024,3,Jameson Williams,WR,13.71,13.13,1.2,11.93,-0.58,11.93
2024,12,Puka Nacua,WR,8.91,8.81,20.7,-11.89,-0.1,11.89
2024,12,Caleb Williams,QB,14.58,15.02,26.9,-11.88,0.44,11.88
2024,13,Chuba Hubbard,RB,14.0,14.18,2.3,11.88,0.18,11.88
2024,11,Jameis Winston,QB,14.73,14.73,26.6,-11.87,0.0,11.87
2024,7,Aidan O'Connell,QB,13.48,13.92,2.08,11.84,0.44,11.84
2024,10,Lamar Jackson,QB,22.02,21.07,32.9,-11.83,-0.95,11.83
2025,18,Travis Etienne,RB,16.95,16.58,4.8,11.78,-0.37,11.78
2024,6,Caleb Williams,QB,16.87,16.87,28.64,-11.77,0.0,11.77
2024,12,Tony Pollard,RB,9.76,10.13,21.9,-11.77,0.37,11.77
2025,8,Jordan Mason,RB,13.26,13.36,1.6,11.76,0.1,11.76
2024,16,De'Von Achane,RB,19.07,19.25,31.0,-11.75,0.18,11.75
2024,7,Rashod Bateman,WR,10.73,10.35,22.1,-11.75,-0.38,11.75
2025,13,Lamar Jackson,QB,19.15,18.27,6.54,11.73,-0.88,11.73
2025,10,Jameson Williams,WR,12.65,12.17,23.9,-11.73,-0.48,11.73
2024,5,Bo Nix,QB,11.26,11.41,23.14,-11.73,0.15,11.73
2025,11,Kenneth Walker III,RB,8.47,8.38,20.1,-11.72,-0.09,11.72
2024,11,Bijan Robinson,RB,21.74,22.01,10.3,11.71,0.27,11.71
2025,16,TreVeyon Henderson,RB,13.91,13.91,2.2,11.71,0.0,11.71
2025,12,Davante Adams,WR,11.89,11.5,23.2,-11.7,-0.39,11.7
2024,18,Justin Herbert,QB,16.72,16.35,28.04,-11.69,-0.37,11.69
2025,12,Amon-Ra St. Brown,WR,19.57,18.23,29.9,-11.67,-1.34,11.67
2025,10,A.J. Brown,WR,14.96,14.96,3.3,11.66,0.0,11.66
2024,11,Will Dissly,TE,6.53,6.34,18.0,-11.66,-0.19,11.66
2024,8,Josh Downs,WR,10.64,10.54,22.2,-11.66,-0.1,11.66
2025,11,Nico Collins,WR,12.37,12.56,24.2,-11.64,0.19,11.64
2025,10,Josh Downs,WR,13.62,12.94,1.3,11.64,-0.68,11.64
2024,12,Jayden Daniels,QB,19.52,18.78,30.4,-11.62,-0.74,11.62
2024,12,Keenan Allen,WR,11.5,11.98,23.6,-11.62,0.48,11.62
2025,9,Geno Smith,QB,14.36,14.65,26.26,-11.61,0.29,11.61
2025,17,Breece Hall,RB,9.03,9.3,20.9,-11.6,0.27,11.6
2025,14,Jaxon Smith-Njigba,WR,17.07,16.5,28.1,-11.6,-0.57,11.6
2024,6,Jerome Ford,RB,12.34,12.99,1.4,11.59,0.65,11.59
2025,11,Trey McBride,TE,15.93,15.93,27.5,-11.57,0.0,11.57
2024,6,Zack Moss,RB,12.16,12.07,0.5,11.57,-0.09,11.57
2025,7,Davante Adams,WR,15.25,14.96,26.5,-11.54,-0.29,11.54
2025,13,Jakobi Meyers,WR,9.96,9.77,21.3,-11.53,-0.19,11.53
2025,5,Quentin Johnston,WR,18.8,18.42,6.9,11.52,-0.38,11.52
2024,6,George Kittle,TE,11.94,11.28,22.8,-11.52,-0.66,11.52
2024,12,Brian Robinson,RB,15.01,14.92,3.4,11.52,-0.09,11.52
2025,11,Deebo Samuel Sr.,WR,9.19,9.19,20.7,-11.51,0.0,11.51
2025,7,Dalton Schultz,TE,7.0,7.29,18.8,-11.51,0.29,11.51
2024,11,Kirk Cousins,QB,16.28,16.42,4.92,11.5,0.14,11.5
2025,12,Lamar Jackson,QB,19.37,18.71,7.22,11.49,-0.66,11.49
2025,8,Tyjae Spears,RB,5.53,5.71,17.2,-11.49,0.18,11.49
2024,7,Joe Mixon,RB,14.92,14.92,26.4,-11.48,0.0,11.48
2024,6,Jared Goff,QB,14.14,13.7,25.1,-11.4,-0.44,11.4
2024,6,Saquon Barkley,RB,18.97,18.79,7.4,11.39,-0.18,11.39
2024,12,Jakobi Meyers,WR,10.35,10.73,22.1,-11.37,0.38,11.37
2024,8,Matthew Stafford,QB,13.4,13.4,24.76,-11.36,0.0,11.36
2025,8,Spencer Rattler,QB,13.84,13.99,2.64,11.35,0.15,11.35
2025,14,Jonathan Taylor,RB,22.93,22.75,11.4,11.35,-0.18,11.35
2024,6,Travis Etienne,RB,11.24,11.24,-0.1,11.34,0.0,11.34
2024,13,Josh Allen,QB,17.46,17.09,28.42,-11.33,-0.37,11.33
2024,13,Cooper Kupp,WR,16.5,16.02,4.7,11.32,-0.48,11.32
2025,11,Christian Watson,WR,9.39,9.29,20.6,-11.31,-0.1,11.31
2025,3,Tee Higgins,WR,13.42,13.81,2.5,11.31,0.39,11.31
2025,11,Sam Darnold,QB,15.61,15.54,4.26,11.28,-0.07,11.28
2024,6,Calvin Ridley,WR,12.17,12.17,0.9,11.27,0.0,11.27
2024,13,Rico Dowdle,RB,10.04,10.04,21.3,-11.26,0.0,11.26
2025,16,Zay Flowers,WR,10.16,9.96,21.2,-11.24,-0.2,11.24
2025,15,Woody Marks,RB,16.49,16.03,4.8,11.23,-0.46,11.23
2024,18,Jordan Love,QB,14.43,13.99,2.76,11.23,-0.44,11.23
2024,6,Terry McLaurin,WR,12.17,12.08,23.3,-11.22,-0.09,11.22
2024,18,Derrick Henry,RB,19.62,18.88,30.1,-11.22,-0.74,11.22
2025,18,Amon-Ra St. Brown,WR,14.0,13.71,24.9,-11.19,-0.29,11.19
2025,9,Jonathan Taylor,RB,19.07,18.88,7.7,11.18,-0.19,11.18
2024,12,Austin Ekeler,RB,15.84,15.57,4.4,11.17,-0.27,11.17
2025,4,Bo Nix,QB,14.88,14.58,25.74,-11.16,-0.3,11.16
2024,3,Rashee Rice,WR,18.42,17.94,29.1,-11.16,-0.48,11.16
2025,11,Tyrell Shavers,WR,8.04,7.85,19.0,-11.15,-0.19,11.15
2024,13,Nick Westbrook-Ikhine,WR,9.77,9.96,21.1,-11.14,0.19,11.14
2024,16,Brock Bowers,TE,9.76,9.76,20.9,-11.14,0.0,11.14
2025,10,DJ Moore,WR,11.4,11.12,0.0,11.12,-0.28,11.12
2024,5,Brian Thomas Jr.,WR,12.37,12.08,23.2,-11.12,-0.29,11.12
2024,10,Saquon Barkley,RB,20.08,19.89,8.8,11.09,-0.19,11.09
2025,4,Christian McCaffrey,RB,15.29,15.01,26.1,-11.09,-0.28,11.09
2024,12,Patrick Mahomes,QB,18.19,17.68,28.76,-11.08,-0.51,11.08
2024,12,Nick Chubb,RB,7.65,7.92,19.0,-11.08,0.27,11.08
2024,7,Josh Downs,WR,12.56,12.37,1.3,11.07,-0.19,11.07
2025,10,Bo Nix,QB,17.16,16.87,5.8,11.07,-0.29,11.07
2024,4,Baker Mayfield,QB,17.75,17.82,28.88,-11.06,0.07,11.06
2024,9,Cooper Kupp,WR,10.54,10.35,21.4,-11.05,-0.19,11.05
2024,7,Saquon Barkley,RB,15.66,15.66,26.7,-11.04,0.0,11.04
2025,15,Josh Jacobs,RB,12.16,12.16,23.2,-11.04,0.0,11.04
2024,8,Josh Jacobs,RB,14.92,14.46,25.5,-11.04,-0.46,11.04
2025,13,Travis Etienne,RB,16.21,16.12,5.1,11.02,-0.09,11.02
2024,6,Marvin Harrison Jr.,WR,11.02,11.02,0.0,11.02,0.0,11.02
2025,5,Jaylen Waddle,WR,11.98,11.98,23.0,-11.02,0.0,11.02
2025,5,Sam LaPorta,TE,10.14,9.19,20.2,-11.01,-0.95,11.01
2025,16,Kenny Gainwell,RB,12.8,12.8,23.8,-11.0,0.0,11.0
2024,7,Cade Otton,TE,7.1,7.0,18.0,-11.0,-0.1,11.0
2024,9,Cade Otton,TE,9.95,10.71,21.7,-10.99,0.76,10.99
2025,13,RJ Harvey,RB,10.32,10.22,21.2,-10.98,-0.1,10.98
2024,12,Jonathan Taylor,RB,14.37,14.46,3.5,10.96,0.09,10.96
2025,4,Tre Tucker,WR,15.34,15.15,4.2,10.95,-0.19,10.95
2024,10,Justin Jefferson,WR,21.11,20.73,9.8,10.93,-0.38,10.93
2025,16,Derrick Henry,RB,12.34,11.88,22.8,-10.92,-0.46,10.92
2025,10,Parker Washington,WR,6.79,6.98,17.9,-10.92,0.19,10.92
2025,12,Cam Ward,QB,12.22,13.03,23.94,-10.91,0.81,10.91
2024,4,Mark Andrews,TE,11.37,10.9,0.0,10.9,-0.47,10.9
2024,10,Chuba Hubbard,RB,13.08,14.0,24.9,-10.9,0.92,10.9
2025,12,George Pickens,WR,18.61,18.71,29.6,-10.89,0.1,10.89
2025,3,Russell Wilson,QB,15.54,15.98,5.1,10.88,0.44,10.88
2025,3,Ja'Marr Chase,WR,19.28,19.77,8.9,10.87,0.49,10.87
2024,4,Diontae Johnson,WR,10.73,10.44,21.3,-10.86,-0.29,10.86
2025,13,Nico Collins,WR,10.54,10.64,21.5,-10.86,0.1,10.86
2024,7,Zay Flowers,WR,15.54,14.86,4.0,10.86,-0.68,10.86
2025,6,Tua Tagovailoa,QB,17.31,17.46,6.6,10.86,0.15,10.86
2025,15,Kenny Gainwell,RB,8.84,8.75,19.6,-10.85,-0.09,10.85
2024,16,Trey McBride,TE,16.69,15.84,5.0,10.84,-0.85,10.84
2025,7,Geno Smith,QB,13.03,13.62,2.78,10.84,0.59,10.84
2024,12,T.J. Hockenson,TE,7.48,7.57,18.4,-10.83,0.09,10.83
2025,13,Justin Jefferson,WR,12.27,13.23,2.4,10.83,0.96,10.83
2024,15,Jonnu Smith,TE,9.0,9.0,19.8,-10.8,0.0,10.8
2024,6,Stefon Diggs,WR,8.91,8.91,19.7,-10.79,0.0,10.79
2025,12,Michael Wilson,WR,10.92,11.02,21.8,-10.78,0.1,10.78
2025,3,Jahmyr Gibbs,RB,17.22,16.12,26.9,-10.78,-1.1,10.78
2024,9,Kyler Murray,QB,15.54,15.54,4.76,10.78,0.0,10.78
2024,13,Jayden Daniels,QB,17.16,16.87,27.64,-10.77,-0.29,10.77
2024,13,Breece Hall,RB,16.58,16.76,6.0,10.76,0.18,10.76
2025,13,Michael Pittman,WR,13.23,13.04,2.3,10.74,-0.19,10.74
2025,6,Brian Thomas Jr.,WR,12.37,12.27,23.0,-10.73,-0.1,10.73
2025,6,Juwan Johnson,TE,12.13,12.23,1.5,10.73,0.1,10.73
2025,6,Ja'Marr Chase,WR,13.33,14.38,25.1,-10.72,1.05,10.72
2024,7,Jameson Williams,WR,11.5,11.31,0.6,10.71,-0.19,10.71
2024,17,Rachaad White,RB,15.75,15.11,4.4,10.71,-0.64,10.71
2025,5,Mason Taylor,TE,7.0,7.0,17.7,-10.7,0.0,10.7
2025,4,Dallas Goedert,TE,9.19,9.0,19.7,-10.7,-0.19,10.7
2025,18,D'Andre Swift,RB,16.76,16.49,5.8,10.69,-0.27,10.69
2024,5,Andy Dalton,QB,14.07,14.43,3.74,10.69,0.36,10.69
2024,3,Tony Pollard,RB,16.39,16.58,5.9,10.68,0.19,10.68
2024,9,J.K. Dobbins,RB,13.72,13.82,24.5,-10.68,0.1,10.68
2024,7,Alvin Kamara,RB,19.16,19.07,8.4,10.67,-0.09,10.67
2024,10,Javonte Williams,RB,12.62,13.36,2.7,10.66,0.74,10.66
2024,16,A.J. Brown,WR,13.42,13.04,23.7,-10.66,-0.38,10.66
2024,5,Jauan Jennings,WR,13.62,12.94,2.3,10.64,-0.68,10.64
2025,9,Kayshon Boutte,WR,10.64,10.64,0.0,10.64,0.0,10.64
2024,6,Evan Engram,TE,7.67,7.57,18.2,-10.63,-0.1,10.63
2025,6,Matthew Stafford,QB,20.33,19.96,9.34,10.62,-0.37,10.62
2025,8,Jake Ferguson,TE,10.8,10.61,0.0,10.61,-0.19,10.61
2024,3,Anthony Richardson,QB,15.76,15.69,5.08,10.61,-0.07,10.61
2025,16,Harold Fannin Jr.,TE,7.86,8.9,19.5,-10.6,1.04,10.6
2025,9,Jahmyr Gibbs,RB,16.58,16.39,5.8,10.59,-0.19,10.59
2025,6,Kendrick Bourne,WR,8.71,8.62,19.2,-10.58,-0.09,10.58
2025,8,Oronde Gadsden II,TE,8.33,8.14,18.7,-10.56,-0.19,10.56
2024,5,Rico Dowdle,RB,8.75,8.84,19.4,-10.56,0.09,10.56
2025,16,Jaxon Smith-Njigba,WR,12.94,13.04,23.6,-10.56,0.1,10.56
2024,14,Bucky Irving,RB,13.63,13.36,2.8,10.56,-0.27,10.56
2024,5,Sam Darnold,QB,14.88,14.8,4.26,10.54,-0.08,10.54
2025,15,Chris Olave,WR,9.77,9.96,20.5,-10.54,0.19,10.54
2025,9,Marvin Harrison Jr.,WR,12.17,12.08,22.6,-10.52,-0.09,10.52
2025,13,Zay Flowers,WR,11.79,11.12,0.6,10.52,-0.67,10.52
2025,11,J.J. McCarthy,QB,16.79,16.5,6.0,10.5,-0.29,10.5
2024,18,DJ Moore,WR,10.92,11.6,22.1,-10.5,0.68,10.5
2025,14,Patrick Mahomes,QB,16.87,16.79,6.3,10.49,-0.08,10.49
2025,13,Davante Adams,WR,11.69,11.31,21.8,-10.49,-0.38,10.49
2024,12,Javonte Williams,RB,13.08,12.89,2.4,10.49,-0.19,10.49
2024,15,Baker Mayfield,QB,17.38,17.53,28.02,-10.49,0.15,10.49
2024,5,Bijan Robinson,RB,21.46,21.18,10.7,10.48,-0.28,10.48
2025,5,Deebo Samuel Sr.,WR,13.13,13.13,23.6,-10.47,0.0,10.47
2025,13,Jaxon Smith-Njigba,WR,15.54,14.77,4.3,10.47,-0.77,10.47
2024,15,Jaylen Waddle,WR,10.35,10.44,0.0,10.44,0.09,10.44
2025,9,Alvin Kamara,RB,10.13,11.14,0.7,10.44,1.01,10.44
2025,14,Tyler Warren,TE,14.22,14.13,3.7,10.43,-0.09,10.43
2025,13,Saquon Barkley,RB,16.21,16.03,5.6,10.43,-0.18,10.43
2025,16,Lamar Jackson,QB,15.47,15.17,4.74,10.43,-0.3,10.43
2025,13,Tua Tagovailoa,QB,15.24,15.1,4.68,10.42,-0.14,10.42
2025,17,Stefon Diggs,WR,12.17,11.69,22.1,-10.41,-0.48,10.41
2025,6,Trey McBride,TE,10.23,10.8,21.2,-10.4,0.57,10.4
2025,12,Rashee Rice,WR,14.19,13.71,24.1,-10.39,-0.48,10.39
2024,14,CeeDee Lamb,WR,11.02,11.02,21.4,-10.38,0.0,10.38
2025,15,George Kittle,TE,13.37,12.42,22.8,-10.38,-0.95,10.38
2024,8,Kirk Cousins,QB,18.49,18.27,28.64,-10.37,-0.22,10.37
2025,17,Jaxson Dart,QB,14.65,14.73,25.08,-10.35,0.08,10.35
2025,7,Jameson Williams,WR,11.4,10.35,0.0,10.35,-1.05,10.35
2024,5,DK Metcalf,WR,18.61,17.84,7.5,10.34,-0.77,10.34
2025,6,Rome Odunze,WR,15.54,15.54,5.2,10.34,0.0,10.34
2024,10,Chase Brown,RB,12.16,12.07,22.4,-10.33,-0.09,10.33
2024,14,Chuba Hubbard,RB,9.95,10.41,20.7,-10.29,0.46,10.29
2024,18,Tyreek Hill,WR,14.29,14.29,4.0,10.29,0.0,10.29
2025,4,Cam Ward,QB,14.07,14.8,4.52,10.28,0.73,10.28
2024,11,Tua Tagovailoa,QB,13.55,13.25,23.52,-10.27,-0.3,10.27
2024,10,Travis Kelce,TE,10.42,10.14,20.4,-10.26,-0.28,10.26
2025,12,D'Andre Swift,RB,12.99,12.16,1.9,10.26,-0.83,10.26
2025,6,Marquise Brown,WR,10.64,10.25,20.5,-10.25,-0.39,10.25
2025,12,Christian McCaffrey,RB,16.95,16.95,27.2,-10.25,0.0,10.25
2025,15,Puka Nacua,WR,18.8,17.65,27.9,-10.25,-1.15,10.25
2024,10,Tua Tagovailoa,QB,18.56,18.41,8.18,10.23,-0.15,10.23
2025,14,Justin Jefferson,WR,13.33,13.33,3.1,10.23,0.0,10.23
2025,17,Tyjae Spears,RB,11.14,11.33,1.1,10.23,0.19,10.23
2025,16,Drake London,WR,16.31,15.92,5.7,10.22,-0.39,10.22
2024,7,DeMario Douglas,WR,14.1,13.62,3.4,10.22,-0.48,10.22
2024,6,DJ Moore,WR,16.21,16.21,6.0,10.21,0.0,10.21
2025,17,Drake London,WR,11.4,11.6,1.4,10.2,0.2,10.2
2024,3,Brock Bowers,TE,17.55,17.26,7.1,10.16,-0.29,10.16
2024,13,Caleb Williams,QB,15.54,15.98,26.14,-10.16,0.44,10.16
2024,5,Deshaun Watson,QB,18.41,18.56,8.4,10.16,0.15,10.16
2025,14,Zay Flowers,WR,10.64,10.44,20.6,-10.16,-0.2,10.16
2025,16,Marvin Harrison Jr.,WR,12.65,12.56,2.4,10.16,-0.09,10.16
2024,8,Michael Pittman,WR,12.85,12.75,2.6,10.15,-0.1,10.15
2024,10,George Pickens,WR,10.25,10.35,20.5,-10.15,0.1,10.15
2024,11,David Montgomery,RB,14.74,14.37,24.5,-10.13,-0.37,10.13
2024,17,Derrick Henry,RB,14.55,14.37,24.5,-10.13,-0.18,10.13
2025,16,Tetairoa McMillan,WR,9.1,9.19,19.3,-10.11,0.09,10.11
2024,8,Spencer Rattler,QB,15.69,16.35,6.24,10.11,0.66,10.11
2025,10,Mac Jones,QB,12.96,12.96,23.06,-10.1,0.0,10.1
2024,4,Jordan Mason,RB,14.46,13.91,24.0,-10.09,-0.55,10.09
2024,3,D'Onta Foreman,RB,10.68,10.59,0.5,10.09,-0.09,10.09
2024,5,Zay Flowers,WR,9.48,8.91,19.0,-10.09,-0.57,10.09
2025,17,Matthew Stafford,QB,23.79,22.84,12.76,10.08,-0.95,10.08
2025,3,Geno Smith,QB,15.76,15.98,26.06,-10.08,0.22,10.08
