player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Tanner McCalister,76591,CB,CLV,1,0,0,8,55.6,0,0,2,10.5,0.0,0,0,0.0,0,19,2,0,0,,0,0,0,0.0,,0,,0,9,0,0
Asante Samuel Jr.,76625,CB,LAC,17,0,1,27,59.1,0,0,1,0.1,0.0,0,4,0.0,0,673,1,0,0,,0,0,0,0.0,,0,,0,310,0,0
Andre Cisco,76641,S,JAX,15,0,0,15,56.7,0,0,16,3.2,6.3,1,2,6.3,1,571,18,1,0,63.4,0,0,8,4.1,12.5,1,12.5,1,242,10,1
Juanyeh Thomas,76655,S,DAL,14,0,0,9,53.3,0,1,3,2.7,0.0,0,0,16.7,0,113,3,1,0,58.3,0,1,1,1.4,0.0,0,50.0,0,72,1,1
Chamarri Conner,76662,S,KC,20,0,0,16,56.0,0,6,25,7.7,8.0,2,0,12.0,0,325,25,6,0,84.2,0,2,3,2.2,66.7,2,33.3,0,136,3,2
D'Shawn Jamison,76791,CB,CAR,6,0,0,5,77.3,0,0,2,3.3,50.0,1,0,0.0,0,61,2,0,0,,0,0,0,0.0,,0,,0,19,0,0
KJ Henry,76808,ED,WAS,9,1,0,32,53.4,0,9,146,97.5,6.2,9,1,3.8,1,159,155,10,0,58.2,0,8,64,95.8,10.9,7,7.8,1,71,68,9
Myjai Sanders,76816,ED,HST,9,0,0,13,56.4,2,10,113,100.0,11.5,13,0,5.3,0,117,117,12,0,58.8,2,7,58,100.0,13.8,8,7.8,0,60,60,9
Ronnie Perkins,76830,ED,DEN,7,0,0,10,52.4,1,4,64,77.4,3.1,2,1,3.9,0,84,65,5,0,49.8,0,1,23,85.7,0.0,0,2.2,0,28,24,1
Tyler Lacy,76836,DI,JAX,15,0,0,15,55.3,3,2,72,100.0,4.2,3,0,3.5,0,74,74,5,0,63.8,2,2,25,100.0,8.0,2,8.0,0,26,26,4
Ochaun Mathis,76838,ED,LA,6,0,0,26,50.7,1,4,51,94.6,5.9,3,0,4.9,0,56,53,5,0,53.7,0,4,31,97.1,9.7,3,6.5,0,34,33,4
Will McDonald IV,76842,ED,NYJ,15,0,0,22,68.9,1,7,94,98.0,16.0,15,0,8.5,4,101,99,12,0,73.4,0,5,44,100.0,22.7,10,12.5,3,47,47,8
Desjuan Johnson,76850,DI,LA,11,0,0,26,55.2,0,3,60,100.0,6.7,4,0,5.8,2,63,63,5,0,56.7,0,3,36,100.0,8.3,3,9.7,2,38,38,5
Nesta Jade Silvera,76888,DI,LV,2,0,0,23,52.2,0,0,12,100.0,0.0,0,0,0.0,0,12,12,0,0,55.0,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Greg Rousseau,76889,ED,BUF,18,3,0,4,75.2,14,41,394,95.7,16.0,63,0,8.8,7,438,419,62,1,72.3,8,25,187,94.3,19.3,36,11.0,4,212,200,37
Travis Jones,76914,DI,BLT,19,2,0,3,65.0,3,19,305,97.6,8.2,25,2,4.3,2,332,324,24,1,65.5,1,16,153,97.6,11.8,18,6.9,2,169,165,19
Logan Hall,76919,DI,TB,18,1,0,30,60.4,2,16,344,99.7,8.4,29,0,2.6,0,367,366,18,1,64.1,2,13,157,99.4,10.8,17,4.8,0,164,163,15
Moro Ojomo,76927,DI,PHI,5,0,0,24,57.5,0,0,38,100.0,7.9,3,0,0.0,0,39,39,0,0,55.9,0,0,13,100.0,7.7,1,0.0,0,13,13,0
Keondre Coburn,76928,DI,TEN,5,0,0,31,61.5,0,3,49,100.0,8.2,4,0,3.1,0,49,49,3,0,65.3,0,0,13,100.0,15.4,2,0.0,0,13,13,0
Dante Stills,76937,DI,ARZ,15,0,0,1,53.8,1,15,268,100.0,5.2,14,1,4.5,4,288,288,20,0,52.7,1,8,98,100.0,5.1,5,6.6,2,107,107,11
Karl Brooks,76941,DI,GB,19,4,0,12,70.0,5,21,296,99.7,11.1,33,1,5.7,4,310,309,30,3,69.1,5,14,177,100.0,13.6,24,7.1,3,189,189,22
Alim McNeill,76996,DI,DET,16,1,0,11,78.6,7,30,399,99.5,12.5,50,0,6.1,6,431,429,43,1,82.3,4,20,170,99.5,17.1,29,8.8,3,187,186,27
Yasir Abdullah,77100,ED,JAX,5,0,1,15,62.9,1,3,24,86.2,12.5,3,1,8.3,0,29,25,4,0,79.8,1,2,9,100.0,33.3,3,16.7,0,9,9,3
Zaven Collins,77190,ED,ARZ,17,0,0,1,61.9,2,24,257,70.8,10.1,26,0,6.6,4,384,272,30,0,61.5,1,17,119,82.5,15.1,18,8.4,1,154,127,19
Brian Asamoah II,77195,LB,MIN,5,0,0,18,68.3,0,1,3,27.3,33.3,1,0,16.7,0,11,3,1,0,59.1,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Nik Bonitto,77196,ED,DEN,15,0,0,10,69.5,12,26,261,84.7,13.0,34,1,10.7,9,326,276,47,0,72.0,6,16,140,91.3,17.9,25,11.4,5,161,147,27
Joseph Ossai,77205,ED,CIN,14,0,0,7,64.1,6,4,102,93.2,13.7,14,0,5.9,1,117,109,11,0,59.1,2,3,46,100.0,15.2,7,7.6,1,51,51,6
Delarrin Turner-Yell,77836,S,DEN,8,0,0,10,81.8,1,1,3,2.8,33.3,1,0,33.3,0,108,3,2,0,67.3,0,1,3,5.7,33.3,1,16.7,0,53,3,1
Tre'von Moehrig,77847,S,LV,17,0,2,23,64.7,0,2,10,1.5,0.0,0,2,20.0,1,666,10,3,0,80.8,0,0,1,0.3,0.0,0,100.0,1,293,1,1
Ar'Darius Washington,77848,CB,BLT,3,0,0,3,74.5,1,0,7,7.4,0.0,0,0,21.4,1,94,7,2,0,54.1,0,0,2,4.4,0.0,0,0.0,0,45,2,0
Derion Kendrick,78022,CB,LA,18,1,1,26,74.4,0,0,1,0.2,0.0,0,11,0.0,0,572,1,0,0,,0,0,0,0.0,,0,,0,273,0,0
Cobie Durant,79126,CB,LA,17,0,1,26,63.0,2,1,11,2.4,0.0,0,3,13.6,0,459,11,3,0,64.2,1,0,5,2.0,0.0,0,10.0,0,253,5,1
Christian Benford,79181,CB,BUF,16,0,1,4,58.8,0,1,1,0.2,0.0,0,5,50.0,0,553,1,1,0,58.8,0,1,1,0.4,0.0,0,50.0,0,274,1,1
Travis Bell,79253,DI,CIN,2,0,0,7,54.4,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,55.6,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Nick Hampton,81162,ED,LA,8,1,0,26,74.0,1,2,31,76.2,9.7,3,1,4.8,0,42,32,3,0,64.9,0,1,13,87.5,7.7,1,3.8,0,16,14,1
Cam Jones,81244,LB,KC,1,0,0,16,84.3,0,1,6,14.0,33.3,2,0,8.3,0,57,8,1,0,79.7,0,1,3,16.7,33.3,1,16.7,0,30,5,1
Micah McFadden,81246,LB,NYG,16,0,0,21,64.2,4,8,81,23.9,11.1,9,0,9.9,2,360,86,14,0,58.2,2,5,29,36.9,13.8,4,15.5,1,84,31,8
Damone Clark,81282,LB,DAL,18,0,0,9,55.5,3,5,52,12.2,7.7,4,1,7.7,0,441,54,8,0,63.8,3,5,24,14.5,16.7,4,16.7,0,179,26,8
Nick Bolton,81322,LB,KC,12,0,0,16,60.6,2,7,54,12.8,5.6,3,1,13.9,3,453,58,12,0,53.5,0,5,28,17.4,10.7,3,12.5,1,184,32,6
Dylan Horton,81335,ED,HST,10,0,0,13,50.7,1,4,92,97.0,6.5,6,0,2.7,0,99,96,5,0,54.6,1,3,44,97.8,9.1,4,4.5,0,46,45,4
Micah Parsons,81360,ED,DAL,18,0,1,9,93.7,19,71,491,96.6,24.2,119,7,12.4,16,551,532,106,0,93.7,12,50,246,96.8,31.3,77,17.9,13,278,269,75
Jesse Luketa,81361,ED,ARZ,10,0,0,1,54.1,1,3,31,62.7,9.7,3,0,6.5,0,51,32,4,0,48.4,0,2,11,68.8,18.2,2,9.1,0,16,11,2
Ernest Jones,81399,LB,LA,16,1,0,26,83.1,2,29,136,22.5,22.1,30,1,15.8,6,628,141,37,0,82.6,2,22,82,29.1,28.0,23,19.5,4,282,82,28
Brenton Cox Jr.,81957,ED,GB,1,0,0,12,60.0,0,0,1,100.0,100.0,1,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Azeez Ojulari,81959,ED,NYG,11,0,0,21,50.7,5,17,256,91.7,5.5,14,0,5.5,3,289,265,25,0,58.4,4,12,108,90.5,11.1,12,10.2,3,126,114,19
Odafe Oweh,82161,ED,BLT,15,0,0,3,77.4,9,40,327,94.1,17.7,58,3,9.0,5,374,352,54,0,79.2,4,30,173,95.8,23.7,41,12.1,4,191,183,38
Christian Barmore,82198,DI,NE,17,5,1,19,84.9,7,34,459,100.0,13.3,61,3,6.2,8,478,478,49,2,90.7,4,26,225,100.0,21.3,48,9.3,6,233,233,36
Teair Tart,82261,DI,HST,13,0,1,13,65.2,3,3,168,97.3,4.8,8,2,2.4,1,188,183,7,0,57.4,0,2,54,100.0,3.7,2,1.9,0,59,59,2
Devonte Wyatt,82268,DI,GB,19,0,1,12,76.7,4,37,349,99.5,13.8,48,4,7.9,7,372,370,48,0,75.1,2,27,186,100.0,17.7,33,10.5,5,196,196,34
Aidan Hutchinson,82330,ED,DET,20,5,1,11,91.4,28,79,672,93.9,21.0,141,3,10.0,14,765,718,121,1,92.6,23,61,352,94.1,28.7,101,15.3,12,406,382,96
Eku Leota,82363,ED,CAR,6,0,0,5,59.3,2,1,28,71.4,3.6,1,0,5.4,0,42,30,3,0,60.9,1,1,11,76.5,9.1,1,9.1,0,17,13,2
Cameron Thomas,82387,ED,ARZ,15,1,0,1,64.8,0,16,186,91.7,11.3,21,1,4.3,0,218,200,16,0,62.6,0,11,86,95.8,14.0,12,6.4,0,96,92,11
Kingsley Enagbare,82409,ED,GB,18,0,0,12,63.9,8,17,224,91.3,9.8,22,2,6.5,2,264,241,27,0,58.5,7,9,111,95.2,13.5,15,7.2,0,124,118,16
Bobby Brown III,82429,DI,LA,14,0,0,26,65.2,0,5,151,100.0,6.6,10,0,2.3,1,162,162,6,0,70.8,0,2,27,100.0,14.8,4,3.7,0,30,30,2
Tyree Wilson,82432,ED,LV,17,0,1,23,50.4,4,16,295,97.2,6.4,19,3,4.7,4,317,308,24,0,54.8,2,10,143,98.7,7.7,11,6.3,3,156,154,15
Otito Ogbonnia,82450,DI,LAC,8,0,0,27,60.1,2,6,101,100.0,8.9,9,0,4.0,0,104,104,8,0,70.2,1,5,35,100.0,20.0,7,8.6,0,35,35,6
Scott Matlock,82482,DI,LAC,12,0,0,27,46.5,1,2,123,99.2,1.6,2,0,1.2,0,132,131,3,0,51.6,1,0,37,97.5,2.7,1,1.4,0,40,39,1
Cameron Young,82499,DI,SEA,14,1,0,29,60.9,1,2,94,100.0,5.3,5,0,1.6,0,100,100,3,0,60.7,1,1,32,100.0,6.3,2,3.1,0,33,33,2
PJ Mustipher,82505,DI,NO,4,0,0,20,63.2,0,0,17,100.0,11.8,2,0,0.0,0,18,18,0,0,63.1,0,0,7,100.0,14.3,1,0.0,0,7,7,0
Quay Walker,82547,LB,GB,16,0,0,12,58.2,2,11,72,12.8,6.9,5,2,13.2,3,596,76,16,0,46.1,1,7,38,14.0,5.3,2,13.2,1,292,41,9
Jack Sanborn,82566,LB,CHI,17,0,0,6,56.3,0,5,20,9.9,10.0,2,1,17.5,1,213,21,6,0,59.3,0,1,6,8.9,0.0,0,25.0,1,79,7,2
Jerry Jacobs,83025,CB,DET,13,0,0,11,73.3,1,1,4,0.8,25.0,1,9,25.0,0,483,4,2,0,,0,0,0,0.0,,0,,0,264,0,0
Mekhi Blackmon,83036,CB,MIN,15,0,0,18,60.0,0,0,1,0.3,0.0,0,0,0.0,0,330,1,0,0,,0,0,0,0.0,,0,,0,124,0,0
Starling Thomas V,83098,CB,ARZ,11,0,0,1,60.0,0,0,1,0.4,0.0,0,3,0.0,0,247,1,0,0,60.0,0,0,1,1.1,0.0,0,0.0,0,93,1,0
Pat Surtain II,83119,CB,DEN,17,0,0,10,74.0,0,1,5,0.9,20.0,1,6,10.0,0,675,6,1,0,56.2,0,0,1,0.3,0.0,0,0.0,0,326,1,0
Jalyn Armour-Davis,83120,CB,BLT,3,0,0,3,60.0,0,0,1,4.5,0.0,0,0,0.0,0,22,1,0,0,,0,0,0,0.0,,0,,0,15,0,0
Josh Jobe,83122,CB,PHI,8,0,1,24,60.0,0,0,1,0.6,0.0,0,5,0.0,0,180,1,0,0,,0,0,0,0.0,,0,,0,91,0,0
Jamien Sherwood,83175,LB,NYJ,15,1,0,22,79.4,0,1,7,13.5,14.3,1,0,7.1,0,52,7,1,0,59.1,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Roger McCreary,83176,CB,TEN,15,0,0,31,70.0,0,5,37,6.6,16.2,6,5,12.2,2,580,38,7,0,70.5,0,1,12,4.4,25.0,3,4.2,0,271,12,1
Tyson Campbell,83217,CB,JAX,11,0,2,15,60.0,0,0,0,0.3,,0,3,,0,395,1,0,0,,0,0,0,0.0,,0,,0,159,0,0
Divaad Wilson,83218,CB,ARZ,2,0,0,1,60.0,0,1,1,2.3,0.0,0,1,50.0,0,44,1,1,0,60.0,0,1,1,4.2,0.0,0,50.0,0,24,1,1
Otis Reese IV,83219,LB,TEN,3,0,0,31,56.5,0,0,2,4.4,0.0,0,0,0.0,0,45,2,0,0,,0,0,0,0.0,,0,,0,13,0,0
Quan Martin,83236,S,WAS,12,0,0,32,90.7,0,1,15,6.4,13.3,2,0,10.0,1,249,16,2,0,92.1,0,1,8,6.8,12.5,1,6.3,0,132,9,1
Kerby Joseph,83239,S,DET,18,1,1,11,80.6,0,1,5,0.7,20.0,1,3,10.0,0,674,5,1,0,56.5,0,0,2,0.5,0.0,0,0.0,0,364,2,0
Sydney Brown,83241,S,PHI,13,0,1,24,49.9,0,0,6,2.6,0.0,0,1,0.0,0,227,6,0,0,58.3,0,0,1,0.9,0.0,0,0.0,0,114,1,0
Kaevon Merriweather,83257,S,TB,9,0,0,30,65.1,0,1,4,5.7,25.0,1,0,12.5,0,88,5,1,0,71.7,0,1,1,2.9,100.0,1,50.0,0,34,1,1
Riley Moss,83259,CB,DEN,8,0,0,10,59.1,0,0,0,4.5,,0,0,,0,22,1,0,0,59.1,0,0,0,7.7,,0,,0,13,1,0
Percy Butler,83271,S,WAS,15,0,0,32,62.5,0,1,5,0.9,20.0,1,0,10.0,0,530,5,1,0,55.4,0,0,2,0.8,0.0,0,0.0,0,253,2,0
Eric Garror,83274,CB,TEN,9,0,1,31,80.9,1,0,5,2.1,20.0,1,2,10.0,0,236,5,1,0,84.5,1,0,4,3.3,25.0,1,12.5,0,123,4,1
Jordan Howden,83305,S,NO,15,0,0,20,77.1,1,1,9,2.4,33.3,3,1,22.2,1,382,9,3,0,61.2,0,1,5,2.3,40.0,2,10.0,0,218,5,1
Greg Newsome II,83341,CB,CLV,15,1,1,8,64.4,0,2,20,4.4,5.0,1,4,10.0,1,502,22,3,0,56.8,0,1,9,3.8,0.0,0,16.7,1,237,9,2
Christian Izien,83360,CB,TB,19,0,0,30,46.5,1,8,75,13.2,8.0,6,6,6.0,0,575,76,9,0,47.2,1,7,30,10.0,10.0,3,13.3,0,301,30,8
Kyler Gordon,83451,CB,CHI,13,0,0,6,54.8,1,4,38,8.6,5.3,2,3,9.2,1,467,40,6,0,50.6,1,1,12,5.5,8.3,1,8.3,0,254,14,2
Alontae Taylor,83469,CB,NO,17,0,0,20,48.6,0,3,35,6.2,2.9,1,5,7.1,1,599,37,4,0,49.0,0,2,21,7.1,0.0,0,9.5,1,295,21,3
Tyreke Smith,83513,ED,ARZ,3,0,0,1,54.1,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,57.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Amari Burney,83811,LB,LV,4,0,0,23,48.8,0,2,4,8.5,25.0,1,0,25.0,0,47,4,2,0,48.9,0,2,3,13.6,33.3,1,33.3,0,22,3,2
Jevon Holland,83873,S,MIA,12,0,0,17,51.7,0,1,6,1.4,0.0,0,0,8.3,0,440,6,1,0,54.1,0,1,3,1.5,0.0,0,16.7,0,203,3,1
Talanoa Hufanga,83903,S,SF,10,0,0,28,76.3,2,1,13,3.8,15.4,2,2,11.5,0,399,15,3,0,62.8,0,0,4,2.6,25.0,1,0.0,0,193,5,0
Khalil Shakir,84140,WR,BUF,1,0,0,4,60.0,0,0,1,100.0,0.0,0,1,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Markees Watts,84537,ED,TB,6,0,0,30,71.4,1,4,26,71.1,23.1,6,1,13.5,1,38,27,6,0,73.7,1,4,15,64.0,26.7,4,23.3,1,25,16,6
LaCale London,87179,DI,ATL,7,0,0,2,56.9,0,5,86,97.9,5.8,5,1,2.9,0,96,94,5,0,53.1,0,1,34,100.0,2.9,1,1.5,0,36,36,1
John Cominsky,88313,DI,DET,19,2,0,11,52.3,9,22,409,98.6,7.8,32,0,4.3,2,440,434,33,2,58.4,9,17,218,98.7,11.9,26,6.9,2,236,233,28
Brevin Allen,88418,ED,LAC,1,0,0,27,55.3,0,0,4,80.0,0.0,0,0,0.0,0,5,4,0,0,59.1,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Kyle Dugger,90621,S,NE,17,0,0,19,66.5,3,10,52,8.2,15.4,8,2,16.3,2,671,55,15,0,67.1,3,6,29,9.7,20.7,6,19.0,1,300,29,10
Brodric Martin,91288,DI,DET,3,0,0,11,53.4,0,0,13,100.0,0.0,0,0,0.0,0,13,13,0,0,57.1,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Hunter Luepke,91319,FB,DAL,1,0,0,9,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
E.J. Speed,94351,LB,IND,16,0,0,14,69.1,1,5,40,9.6,7.5,3,4,10.0,1,436,42,7,0,74.3,1,4,20,9.7,15.0,3,12.5,0,227,22,5
Jonathan Harris,94361,DI,DEN,17,0,0,10,51.3,2,10,282,99.3,5.3,15,0,2.5,1,297,295,13,0,56.2,1,7,129,99.3,8.5,11,3.9,1,134,133,9
Jordan Davis,94854,DI,PHI,18,1,0,24,66.5,1,13,290,100.0,6.9,20,0,3.8,4,304,304,18,0,74.9,1,7,98,100.0,12.2,12,7.1,3,105,105,11
Nic Jones,97327,CB,KC,2,0,0,16,67.7,1,0,5,9.6,20.0,1,0,10.0,0,52,5,1,0,75.6,1,0,3,10.7,33.3,1,16.7,0,28,3,1
Cameron Mitchell,97340,CB,CLV,14,0,0,8,68.4,0,1,11,5.0,18.2,2,0,13.6,1,220,11,2,0,69.0,0,0,3,2.8,33.3,1,0.0,0,109,3,0
Nick Cross,97514,S,IND,14,0,0,14,70.4,0,0,7,4.0,28.6,2,0,0.0,0,173,7,0,0,84.8,0,0,3,3.4,66.7,2,0.0,0,87,3,0
Dax Hill,97519,S,CIN,17,0,1,7,67.2,3,6,26,4.0,7.7,2,4,25.0,2,676,27,11,0,65.9,0,4,7,2.8,28.6,2,28.6,0,283,8,4
Dorian Williams,97694,LB,BUF,14,0,0,4,65.4,2,2,19,13.2,15.8,3,3,10.5,0,144,19,4,0,64.4,1,0,12,20.3,16.7,2,4.2,0,59,12,1
Ronnie Hickman Jr.,97702,S,CLV,11,0,0,8,57.4,0,2,2,0.9,0.0,0,1,50.0,0,234,2,2,0,,0,0,0,0.0,,0,,0,115,0,0
Adetomiwa Adebawore,97934,DI,IND,9,0,0,14,62.5,2,2,66,100.0,7.6,5,1,6.1,2,70,70,6,0,66.6,1,2,27,100.0,14.8,4,9.3,1,30,30,4
Derick Hall,98130,ED,SEA,17,1,0,29,57.4,4,7,132,84.6,7.6,10,0,4.2,0,162,137,11,1,63.2,2,5,55,85.3,12.7,7,6.4,0,68,58,7
Colby Wooden,98312,DI,GB,19,0,0,12,61.5,2,9,137,100.0,7.3,10,0,4.7,1,147,147,12,0,55.9,1,4,58,100.0,6.9,4,4.3,0,64,64,5
Alex Wright,98318,ED,CLV,17,1,0,8,61.6,1,15,217,94.7,8.3,18,4,6.0,5,244,231,21,1,60.4,0,8,103,97.3,10.7,11,5.8,2,112,109,10
George Karlaftis,98319,ED,KC,20,4,1,16,65.4,8,60,581,93.1,11.9,69,1,8.4,15,650,605,83,0,66.8,5,31,247,90.2,15.8,39,12.1,12,286,258,48
Siaki Ika,98328,DI,CLV,5,1,0,8,51.5,1,0,52,98.2,0.0,0,3,1.0,0,56,55,1,0,50.3,1,0,18,100.0,0.0,0,2.8,0,20,20,1
Kayvon Thibodeaux,98444,ED,NYG,17,2,2,21,62.9,4,26,499,86.1,6.4,32,4,5.6,13,604,520,43,0,73.2,3,14,179,87.7,10.6,19,9.8,9,220,193,26
Zach Harrison,98503,ED,ATL,16,0,0,2,51.2,2,8,151,98.8,6.0,9,0,5.3,3,166,164,13,0,49.4,0,1,51,100.0,5.9,3,4.9,2,56,56,3
Kaiir Elam,98693,CB,BUF,3,0,0,4,54.9,0,0,2,1.5,0.0,0,2,0.0,0,136,2,0,0,,0,0,0,0.0,,0,,0,58,0,0
Mohamoud Diabate,98780,LB,CLV,2,0,0,8,57.8,0,0,2,25.0,0.0,0,0,0.0,0,8,2,0,0,,0,0,0,,,0,,0,0,0,0
Jay Ward,98833,S,MIN,5,0,1,18,54.6,0,1,2,8.3,0.0,0,1,25.0,0,24,2,1,0,59.1,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Cor'Dale Flott,98834,CB,NYG,14,0,3,21,41.7,0,2,16,4.6,0.0,0,5,6.3,0,348,16,2,0,45.8,0,2,6,4.4,0.0,0,16.7,0,137,6,2
Jammie Robinson,98836,S,CAR,5,0,0,5,70.4,0,0,1,4.9,100.0,1,0,0.0,0,41,2,0,0,70.4,0,0,1,11.1,100.0,1,0.0,0,18,2,0
Jordan Battle,98857,S,CIN,17,0,0,7,69.6,1,4,21,7.2,0.0,0,0,21.4,2,305,22,7,0,75.9,1,2,6,5.2,0.0,0,41.7,1,116,6,4
DeMarcco Hellams,98863,S,ATL,11,0,0,2,69.3,1,1,4,1.6,0.0,0,2,25.0,0,253,4,2,0,72.1,1,0,3,2.0,0.0,0,16.7,0,152,3,1
Brandin Echols,98900,CB,NYJ,11,0,1,22,58.2,0,0,2,2.1,0.0,0,3,0.0,0,96,2,0,0,,0,0,0,0.0,,0,,0,43,0,0
Zacch Pickens,98911,DI,CHI,17,0,0,6,62.9,1,6,138,99.3,7.2,10,0,3.3,1,149,148,8,0,67.2,1,4,43,100.0,14.0,6,5.8,0,50,50,5
DeMarvin Leal,98919,DI,PIT,10,0,0,25,51.5,1,5,101,100.0,4.0,4,0,4.0,1,107,107,7,0,54.7,1,3,49,100.0,4.1,2,6.1,1,52,52,5
Byron Young,98923,DI,LV,6,0,0,23,53.3,0,1,50,100.0,2.0,1,0,1.0,0,51,51,1,0,62.5,0,1,8,100.0,12.5,1,6.3,0,8,8,1
Travon Walker,98940,ED,JAX,17,1,0,15,58.1,9,39,465,84.9,9.7,45,4,7.5,11,571,485,59,0,62.5,5,24,232,95.0,14.2,33,10.1,9,258,245,38
Isaiah McGuire,98948,ED,CLV,4,0,0,8,64.6,1,5,55,94.9,7.3,4,1,9.1,2,59,56,8,0,62.4,0,2,25,100.0,12.0,3,8.0,1,26,26,3
Henry To'oTo'o,98982,LB,HST,12,0,0,13,45.0,1,7,25,10.4,0.0,0,0,16.0,0,279,29,8,0,44.3,0,2,12,11.5,0.0,0,8.3,0,131,15,2
Christian Harris,98996,LB,HST,18,2,0,13,78.2,2,8,43,8.3,7.0,3,2,18.6,3,527,44,13,0,82.0,1,7,24,9.9,12.5,3,25.0,2,252,25,10
Owen Pappoe,99006,LB,ARZ,6,1,0,1,69.8,1,2,20,27.0,20.0,4,0,7.5,0,74,20,3,1,74.2,1,2,11,28.2,27.3,3,13.6,0,39,11,3
Nolan Smith,99014,ED,PHI,18,0,0,24,55.5,2,5,90,79.8,5.6,5,1,6.1,2,119,95,9,0,59.8,2,3,28,75.0,7.1,2,16.1,2,40,30,7
Jermaine Johnson,99015,ED,NYJ,17,3,0,22,73.7,7,40,421,98.5,12.4,52,3,7.7,9,452,445,56,0,69.1,5,26,207,99.1,16.4,34,10.9,7,220,218,38
Nakobe Dean,99018,LB,PHI,5,0,0,24,83.4,0,2,7,5.9,42.9,3,1,28.6,1,135,8,3,0,71.1,0,1,3,4.3,33.3,1,16.7,0,69,3,1
Sam Williams,99106,ED,DAL,18,0,0,9,73.0,3,16,178,96.0,10.7,19,3,8.1,5,201,193,24,0,81.5,3,12,103,94.2,15.5,16,12.1,5,121,114,20
Dee Winters,99376,LB,SF,9,0,0,28,59.1,0,0,1,2.2,0.0,0,0,0.0,0,45,1,0,0,,0,0,0,0.0,,0,,0,32,0,0
Garrett Williams,99723,CB,ARZ,9,0,0,1,59.0,0,0,1,0.4,0.0,0,0,0.0,0,233,1,0,0,59.0,0,0,1,1.1,0.0,0,0.0,0,95,1,0
SirVocea Dennis,99767,LB,TB,7,0,0,30,68.2,0,1,3,4.8,33.3,1,0,16.7,0,62,3,1,0,59.0,0,0,1,4.0,0.0,0,0.0,0,25,1,0
Amare Barno,99780,ED,CAR,9,0,0,5,58.0,0,8,80,88.0,8.8,7,1,5.0,0,100,88,8,0,62.2,0,6,39,83.3,15.4,6,7.7,0,54,45,6
Calijah Kancey,99822,DI,TB,16,2,0,30,68.9,8,31,419,98.9,9.5,40,2,6.1,6,448,443,45,1,74.3,7,22,202,100.0,13.9,28,9.7,5,214,214,34
Kyu Blu Kelly,100375,CB,WAS,3,0,0,32,60.0,0,0,1,6.7,0.0,0,0,0.0,0,15,1,0,0,60.0,0,0,1,12.5,0.0,0,0.0,0,8,1,0
Sauce Gardner,100903,CB,NYJ,16,0,0,22,54.5,0,0,3,0.5,0.0,0,5,0.0,0,586,3,0,0,54.7,0,0,2,0.7,0.0,0,0.0,0,269,2,0
Ja'Quan McMillian,100931,CB,DEN,15,0,1,10,67.7,1,5,21,4.6,9.5,2,2,23.8,2,460,21,8,0,74.3,1,2,11,4.3,9.1,1,22.7,1,257,11,4
JL Skinner,101311,S,DEN,1,0,0,10,58.5,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,58.5,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Deonte Banks,101384,CB,NYG,15,0,4,21,55.5,0,0,1,0.4,0.0,0,8,0.0,0,498,2,0,0,55.5,0,0,1,1.1,0.0,0,0.0,0,179,2,0
Devon Witherspoon,101388,CB,SEA,14,3,0,29,90.8,1,6,29,5.5,10.3,3,5,22.4,3,548,30,10,0,74.1,1,1,6,2.4,16.7,1,33.3,1,249,6,3
Dane Belton,101398,S,NYG,17,0,0,21,61.1,1,2,13,7.8,0.0,0,0,19.2,1,179,14,4,0,57.7,0,2,6,11.1,0.0,0,33.3,1,63,7,3
Christopher Hinton,101418,DI,LAC,3,0,0,27,55.2,0,0,33,97.1,3.0,1,0,0.0,0,35,34,0,0,53.3,0,0,10,100.0,0.0,0,0.0,0,10,10,0
